RevisionColumn,periods,Units,NUTS,SILC_Age,GenderID,ValueColumn
"r_2","2013","perc_pop_fig","BG332","0","2","38.1"
"r_2","2014","perc_pop_fig","BG332","0","2","37.7"
"r_2","2008","perc_pop_fig","BG334","0","0","23.9"
"r_2","2009","perc_pop_fig","BG334","0","0","38.2"
"r_2","2010","perc_pop_fig","BG334","0","0","49.6"
"r_2","2011","perc_pop_fig","BG334","0","0","51.3"
"r_2","2012","perc_pop_fig","BG334","0","0","42.3"
"r_2","2013","perc_pop_fig","BG334","0","0","48.1"
"r_2","2014","perc_pop_fig","BG334","0","0","40.1"
"r_2","2008","perc_pop_fig","BG334","0","1","24.8"
"r_2","2009","perc_pop_fig","BG334","0","1","36.2"
"r_2","2010","perc_pop_fig","BG334","0","1","48.2"
"r_2","2011","perc_pop_fig","BG334","0","1","48.4"
"r_2","2012","perc_pop_fig","BG334","0","1","41.2"
"r_2","2013","perc_pop_fig","BG334","0","1","48.4"
"r_2","2014","perc_pop_fig","BG334","0","1","37.4"
"r_2","2008","perc_pop_fig","BG334","0","2","23.1"
"r_2","2009","perc_pop_fig","BG334","0","2","40.1"
"r_2","2010","perc_pop_fig","BG334","0","2","50.8"
"r_2","2011","perc_pop_fig","BG334","0","2","53.8"
"r_2","2012","perc_pop_fig","BG334","0","2","43.4"
"r_2","2013","perc_pop_fig","BG334","0","2","47.8"
"r_2","2014","perc_pop_fig","BG334","0","2","42.8"
"r_2","2008","perc_pop_fig","BG333","0","0","38.8"
"r_2","2009","perc_pop_fig","BG333","0","0","43.7"
"r_2","2010","perc_pop_fig","BG333","0","0","39.8"
"r_2","2011","perc_pop_fig","BG333","0","0","39.6"
"r_2","2012","perc_pop_fig","BG333","0","0","44.5"
"r_2","2013","perc_pop_fig","BG333","0","0","43.3"
"r_2","2014","perc_pop_fig","BG333","0","0","46.9"
"r_2","2008","perc_pop_fig","BG333","0","1","42.8"
"r_2","2009","perc_pop_fig","BG333","0","1","43.3"
"r_2","2010","perc_pop_fig","BG333","0","1","39.7"
"r_2","2011","perc_pop_fig","BG333","0","1","36.8"
"r_2","2012","perc_pop_fig","BG333","0","1","44.4"
"r_2","2013","perc_pop_fig","BG333","0","1","42.4"
"r_2","2014","perc_pop_fig","BG333","0","1","44.3"
"r_2","2008","perc_pop_fig","BG333","0","2","35.1"
"r_2","2009","perc_pop_fig","BG333","0","2","44.2"
"r_2","2010","perc_pop_fig","BG333","0","2","39.9"
"r_2","2011","perc_pop_fig","BG333","0","2","42.2"
"r_2","2012","perc_pop_fig","BG333","0","2","44.7"
"r_2","2013","perc_pop_fig","BG333","0","2","44.1"
"r_2","2014","perc_pop_fig","BG333","0","2","49.6"
"r_2","2008","perc_pop_fig","BG34","0","0","43.7"
"r_2","2009","perc_pop_fig","BG34","0","0","39.3"
"r_2","2010","perc_pop_fig","BG34","0","0","40.9"
"r_2","2011","perc_pop_fig","BG34","0","0","43"
"r_2","2012","perc_pop_fig","BG34","0","0","42.8"
"r_2","2013","perc_pop_fig","BG34","0","0","41.6"
"r_2","2014","perc_pop_fig","BG34","0","0","44.8"
"r_2","2008","perc_pop_fig","BG34","0","1","41.3"
"r_2","2009","perc_pop_fig","BG34","0","1","36.5"
"r_2","2010","perc_pop_fig","BG34","0","1","38.8"
"r_2","2011","perc_pop_fig","BG34","0","1","41.1"
"r_2","2012","perc_pop_fig","BG34","0","1","40.7"
"r_2","2013","perc_pop_fig","BG34","0","1","38.6"
"r_2","2014","perc_pop_fig","BG34","0","1","42.3"
"r_2","2008","perc_pop_fig","BG34","0","2","45.9"
"r_2","2009","perc_pop_fig","BG34","0","2","41.8"
"r_2","2010","perc_pop_fig","BG34","0","2","42.9"
"r_2","2011","perc_pop_fig","BG34","0","2","44.8"
"r_2","2012","perc_pop_fig","BG34","0","2","44.9"
"r_2","2013","perc_pop_fig","BG34","0","2","44.5"
"r_2","2014","perc_pop_fig","BG34","0","2","47.1"
"r_2","2008","perc_pop_fig","BG341","0","0","35.9"
"r_2","2009","perc_pop_fig","BG341","0","0","37.2"
"r_2","2010","perc_pop_fig","BG341","0","0","34.5"
"r_2","2011","perc_pop_fig","BG341","0","0","35.8"
"r_2","2012","perc_pop_fig","BG341","0","0","34.9"
"r_2","2013","perc_pop_fig","BG341","0","0","35.6"
"r_2","2014","perc_pop_fig","BG341","0","0","39.9"
"r_2","2008","perc_pop_fig","BG341","0","1","32"
"r_2","2009","perc_pop_fig","BG341","0","1","32.1"
"r_2","2010","perc_pop_fig","BG341","0","1","29.9"
"r_2","2011","perc_pop_fig","BG341","0","1","32.8"
"r_2","2012","perc_pop_fig","BG341","0","1","32.2"
"r_2","2013","perc_pop_fig","BG341","0","1","32.9"
"r_2","2014","perc_pop_fig","BG341","0","1","38.4"
"r_2","2008","perc_pop_fig","BG341","0","2","39.6"
"r_2","2009","perc_pop_fig","BG341","0","2","42"
"r_2","2010","perc_pop_fig","BG341","0","2","38.9"
"r_2","2011","perc_pop_fig","BG341","0","2","38.6"
"r_2","2012","perc_pop_fig","BG341","0","2","37.4"
"r_2","2013","perc_pop_fig","BG341","0","2","38.3"
"r_2","2014","perc_pop_fig","BG341","0","2","41.3"
"r_2","2008","perc_pop_fig","BG342","0","0","47.7"
"r_2","2009","perc_pop_fig","BG342","0","0","39.6"
"r_2","2010","perc_pop_fig","BG342","0","0","42.6"
"r_2","2011","perc_pop_fig","BG342","0","0","44.8"
"r_2","2012","perc_pop_fig","BG342","0","0","50.8"
"r_2","2013","perc_pop_fig","BG342","0","0","45.7"
"r_2","2014","perc_pop_fig","BG342","0","0","50.7"
"r_2","2008","perc_pop_fig","BG342","0","1","46.9"
"r_2","2009","perc_pop_fig","BG342","0","1","39.9"
"r_2","2010","perc_pop_fig","BG342","0","1","44"
"r_2","2011","perc_pop_fig","BG342","0","1","44.1"
"r_2","2012","perc_pop_fig","BG342","0","1","47.3"
"r_2","2013","perc_pop_fig","BG342","0","1","43.4"
"r_2","2014","perc_pop_fig","BG342","0","1","47"
"r_2","2008","perc_pop_fig","BG342","0","2","48.6"
"r_2","2009","perc_pop_fig","BG342","0","2","39.3"
"r_2","2010","perc_pop_fig","BG342","0","2","41.3"
"r_2","2011","perc_pop_fig","BG342","0","2","45.4"
"r_2","2012","perc_pop_fig","BG342","0","2","54.2"
"r_2","2013","perc_pop_fig","BG342","0","2","48"
"r_2","2014","perc_pop_fig","BG342","0","2","54.2"
"r_2","2008","perc_pop_fig","BG344","0","0","42.5"
"r_2","2009","perc_pop_fig","BG344","0","0","37.4"
"r_2","2010","perc_pop_fig","BG344","0","0","41.6"
"r_2","2011","perc_pop_fig","BG344","0","0","44.8"
"r_2","2012","perc_pop_fig","BG344","0","0","43.1"
"r_2","2013","perc_pop_fig","BG344","0","0","45.7"
"r_2","2014","perc_pop_fig","BG344","0","0","49.2"
"r_2","2008","perc_pop_fig","BG344","0","1","41.5"
"r_2","2009","perc_pop_fig","BG344","0","1","34.4"
"r_2","2010","perc_pop_fig","BG344","0","1","39.5"
"r_2","2011","perc_pop_fig","BG344","0","1","42.2"
"r_2","2012","perc_pop_fig","BG344","0","1","38.9"
"r_2","2013","perc_pop_fig","BG344","0","1","41"
"r_2","2014","perc_pop_fig","BG344","0","1","45.7"
"r_2","2008","perc_pop_fig","BG344","0","2","43.5"
"r_2","2009","perc_pop_fig","BG344","0","2","40.3"
"r_2","2010","perc_pop_fig","BG344","0","2","43.7"
"r_2","2011","perc_pop_fig","BG344","0","2","47.4"
"r_2","2012","perc_pop_fig","BG344","0","2","47.4"
"r_2","2013","perc_pop_fig","BG344","0","2","49.9"
"r_2","2014","perc_pop_fig","BG344","0","2","52.5"
"r_2","2008","perc_pop_fig","BG343","0","0","47.1"
"r_2","2009","perc_pop_fig","BG343","0","0","41.8"
"r_2","2010","perc_pop_fig","BG343","0","0","48.9"
"r_2","2011","perc_pop_fig","BG343","0","0","45.2"
"r_2","2012","perc_pop_fig","BG343","0","0","42.4"
"r_2","2013","perc_pop_fig","BG343","0","0","43.7"
"r_2","2014","perc_pop_fig","BG343","0","0","49.4"
"r_2","2008","perc_pop_fig","BG343","0","1","44.1"
"r_2","2009","perc_pop_fig","BG343","0","1","40.1"
"r_2","2010","perc_pop_fig","BG343","0","1","45.5"
"r_2","2011","perc_pop_fig","BG343","0","1","42.7"
"r_2","2012","perc_pop_fig","BG343","0","1","44.1"
"r_2","2013","perc_pop_fig","BG343","0","1","41.8"
"r_2","2014","perc_pop_fig","BG343","0","1","48.3"
"r_2","2008","perc_pop_fig","BG343","0","2","49.7"
"r_2","2009","perc_pop_fig","BG343","0","2","43.3"
"r_2","2010","perc_pop_fig","BG343","0","2","52"
"r_2","2011","perc_pop_fig","BG343","0","2","47.7"
"r_2","2012","perc_pop_fig","BG343","0","2","40.7"
"r_2","2013","perc_pop_fig","BG343","0","2","45.7"
"r_2","2014","perc_pop_fig","BG343","0","2","50.5"
"r_2","2008","perc_pop_fig","BG41","0","0","35.3"
"r_2","2009","perc_pop_fig","BG41","0","0","33"
"r_2","2010","perc_pop_fig","BG41","0","0","34.6"
"r_2","2011","perc_pop_fig","BG41","0","0","36.9"
"r_2","2012","perc_pop_fig","BG41","0","0","37.8"
"r_2","2013","perc_pop_fig","BG41","0","0","38.1"
"r_2","2014","perc_pop_fig","BG41","0","0","40.6"
"r_2","2008","perc_pop_fig","BG41","0","1","33"
"r_2","2009","perc_pop_fig","BG41","0","1","30.6"
"r_2","2010","perc_pop_fig","BG41","0","1","32.6"
"r_2","2011","perc_pop_fig","BG41","0","1","35.7"
"r_2","2012","perc_pop_fig","BG41","0","1","36.2"
"r_2","2013","perc_pop_fig","BG41","0","1","38.1"
"r_2","2014","perc_pop_fig","BG41","0","1","39.5"
"r_2","2008","perc_pop_fig","BG41","0","2","37.3"
"r_2","2009","perc_pop_fig","BG41","0","2","35.3"
"r_2","2010","perc_pop_fig","BG41","0","2","36.3"
"r_2","2011","perc_pop_fig","BG41","0","2","38"
"r_2","2012","perc_pop_fig","BG41","0","2","39.3"
"r_2","2013","perc_pop_fig","BG41","0","2","38"
"r_2","2014","perc_pop_fig","BG41","0","2","41.7"
"r_2","2008","perc_pop_fig","BG413","0","0","27.4"
"r_2","2009","perc_pop_fig","BG413","0","0","29.2"
"r_2","2010","perc_pop_fig","BG413","0","0","34"
"r_2","2011","perc_pop_fig","BG413","0","0","33.3"
"r_2","2012","perc_pop_fig","BG413","0","0","29.9"
"r_2","2013","perc_pop_fig","BG413","0","0","31.8"
"r_2","2014","perc_pop_fig","BG413","0","0","37.5"
"r_2","2008","perc_pop_fig","BG413","0","1","25.9"
"r_2","2009","perc_pop_fig","BG413","0","1","27.2"
"r_2","2010","perc_pop_fig","BG413","0","1","33"
"r_2","2011","perc_pop_fig","BG413","0","1","32"
"r_2","2012","perc_pop_fig","BG413","0","1","29.4"
"r_2","2013","perc_pop_fig","BG413","0","1","32.2"
"r_2","2014","perc_pop_fig","BG413","0","1","36.6"
"r_2","2008","perc_pop_fig","BG413","0","2","29"
"r_2","2009","perc_pop_fig","BG413","0","2","31.3"
"r_2","2010","perc_pop_fig","BG413","0","2","35"
"r_2","2011","perc_pop_fig","BG413","0","2","34.5"
"r_2","2012","perc_pop_fig","BG413","0","2","30.4"
"r_2","2013","perc_pop_fig","BG413","0","2","31.5"
"r_2","2014","perc_pop_fig","BG413","0","2","38.3"
"r_2","2008","perc_pop_fig","BG415","0","0","50.4"
"r_2","2009","perc_pop_fig","BG415","0","0","49.1"
"r_2","2010","perc_pop_fig","BG415","0","0","51"
"r_2","2011","perc_pop_fig","BG415","0","0","43.6"
"r_2","2012","perc_pop_fig","BG415","0","0","52"
"r_2","2013","perc_pop_fig","BG415","0","0","52.5"
"r_2","2014","perc_pop_fig","BG415","0","0","45.3"
"r_2","2008","perc_pop_fig","BG415","0","1","50.9"
"r_2","2009","perc_pop_fig","BG415","0","1","50.2"
"r_2","2010","perc_pop_fig","BG415","0","1","50.1"
"r_2","2011","perc_pop_fig","BG415","0","1","41.2"
"r_2","2012","perc_pop_fig","BG415","0","1","48.9"
"r_2","2013","perc_pop_fig","BG415","0","1","49.5"
"r_2","2014","perc_pop_fig","BG415","0","1","40.7"
"r_2","2008","perc_pop_fig","BG415","0","2","49.8"
"r_2","2009","perc_pop_fig","BG415","0","2","48"
"r_2","2010","perc_pop_fig","BG415","0","2","51.8"
"r_2","2011","perc_pop_fig","BG415","0","2","46"
"r_2","2012","perc_pop_fig","BG415","0","2","54.7"
"r_2","2013","perc_pop_fig","BG415","0","2","55.2"
"r_2","2014","perc_pop_fig","BG415","0","2","50.1"
"r_2","2008","perc_pop_fig","BG414","0","0","56.4"
"r_2","2009","perc_pop_fig","BG414","0","0","41"
"r_2","2010","perc_pop_fig","BG414","0","0","44.4"
"r_2","2011","perc_pop_fig","BG414","0","0","42.8"
"r_2","2012","perc_pop_fig","BG414","0","0","40.8"
"r_2","2013","perc_pop_fig","BG414","0","0","43.2"
"r_2","2014","perc_pop_fig","BG414","0","0","49.9"
"r_2","2008","perc_pop_fig","BG414","0","1","54.2"
"r_2","2009","perc_pop_fig","BG414","0","1","37.5"
"r_2","2010","perc_pop_fig","BG414","0","1","45.4"
"r_2","2011","perc_pop_fig","BG414","0","1","45.8"
"r_2","2012","perc_pop_fig","BG414","0","1","41.7"
"r_2","2013","perc_pop_fig","BG414","0","1","44.5"
"r_2","2014","perc_pop_fig","BG414","0","1","48.7"
"r_2","2008","perc_pop_fig","BG414","0","2","59"
"r_2","2009","perc_pop_fig","BG414","0","2","45.2"
"r_2","2010","perc_pop_fig","BG414","0","2","43.3"
"r_2","2011","perc_pop_fig","BG414","0","2","39.6"
"r_2","2012","perc_pop_fig","BG414","0","2","39.9"
"r_2","2013","perc_pop_fig","BG414","0","2","41.9"
"r_2","2014","perc_pop_fig","BG414","0","2","51.1"
"r_2","2008","perc_pop_fig","BG412","0","0","34.8"
"r_2","2009","perc_pop_fig","BG412","0","0","34.6"
"r_2","2010","perc_pop_fig","BG412","0","0","37.1"
"r_2","2011","perc_pop_fig","BG412","0","0","42.1"
"r_2","2012","perc_pop_fig","BG412","0","0","43.4"
"r_2","2013","perc_pop_fig","BG412","0","0","46.6"
"r_2","2014","perc_pop_fig","BG412","0","0","46.2"
"r_2","2008","perc_pop_fig","BG412","0","1","31.6"
"r_2","2009","perc_pop_fig","BG412","0","1","34"
"r_2","2010","perc_pop_fig","BG412","0","1","33.1"
"r_2","2011","perc_pop_fig","BG412","0","1","39.5"
"r_2","2012","perc_pop_fig","BG412","0","1","42.1"
"r_2","2013","perc_pop_fig","BG412","0","1","46.1"
"r_2","2014","perc_pop_fig","BG412","0","1","46.9"
"r_2","2008","perc_pop_fig","BG412","0","2","37.9"
"r_2","2009","perc_pop_fig","BG412","0","2","35.1"
"r_2","2010","perc_pop_fig","BG412","0","2","40.8"
"r_2","2011","perc_pop_fig","BG412","0","2","44.4"
"r_2","2012","perc_pop_fig","BG412","0","2","44.6"
"r_2","2013","perc_pop_fig","BG412","0","2","47.1"
"r_2","2014","perc_pop_fig","BG412","0","2","45.6"
"r_2","2008","perc_pop_fig","BG411","0","0","36"
"r_2","2009","perc_pop_fig","BG411","0","0","31"
"r_2","2010","perc_pop_fig","BG411","0","0","32.1"
"r_2","2011","perc_pop_fig","BG411","0","0","35"
"r_2","2012","perc_pop_fig","BG411","0","0","37.2"
"r_2","2013","perc_pop_fig","BG411","0","0","40.2"
"r_2","2014","perc_pop_fig","BG411","0","0","41.8"
"r_2","2008","perc_pop_fig","BG411","0","1","33.7"
"r_2","2009","perc_pop_fig","BG411","0","1","27.5"
"r_2","2010","perc_pop_fig","BG411","0","1","29.8"
"r_2","2011","perc_pop_fig","BG411","0","1","32.6"
"r_2","2012","perc_pop_fig","BG411","0","1","35.9"
"r_2","2013","perc_pop_fig","BG411","0","1","40.9"
"r_2","2014","perc_pop_fig","BG411","0","1","39.9"
"r_2","2008","perc_pop_fig","BG411","0","2","38"
"r_2","2009","perc_pop_fig","BG411","0","2","34.1"
"r_2","2010","perc_pop_fig","BG411","0","2","34.1"
"r_2","2011","perc_pop_fig","BG411","0","2","37.1"
"r_2","2012","perc_pop_fig","BG411","0","2","38.4"
"r_2","2013","perc_pop_fig","BG411","0","2","39.7"
"r_2","2014","perc_pop_fig","BG411","0","2","43.4"
"r_2","2008","perc_pop_fig","BG42","0","0","39.2"
"r_2","2009","perc_pop_fig","BG42","0","0","40.2"
"r_2","2010","perc_pop_fig","BG42","0","0","40.1"
"r_2","2011","perc_pop_fig","BG42","0","0","41.9"
"r_2","2012","perc_pop_fig","BG42","0","0","42.8"
"r_2","2013","perc_pop_fig","BG42","0","0","43.4"
"r_2","2014","perc_pop_fig","BG42","0","0","52.2"
"r_2","2008","perc_pop_fig","BG42","0","1","36.9"
"r_2","2009","perc_pop_fig","BG42","0","1","38.8"
"r_2","2010","perc_pop_fig","BG42","0","1","38.3"
"r_2","2011","perc_pop_fig","BG42","0","1","40.3"
"r_2","2012","perc_pop_fig","BG42","0","1","40.4"
"r_2","2013","perc_pop_fig","BG42","0","1","42"
"r_2","2014","perc_pop_fig","BG42","0","1","50.9"
"r_2","2008","perc_pop_fig","BG42","0","2","41.4"
"r_2","2009","perc_pop_fig","BG42","0","2","41.6"
"r_2","2010","perc_pop_fig","BG42","0","2","42"
"r_2","2011","perc_pop_fig","BG42","0","2","43.4"
"r_2","2012","perc_pop_fig","BG42","0","2","45.2"
"r_2","2013","perc_pop_fig","BG42","0","2","44.8"
"r_2","2014","perc_pop_fig","BG42","0","2","53.4"
"r_2","2008","perc_pop_fig","BG425","0","0","40.1"
"r_2","2009","perc_pop_fig","BG425","0","0","34.3"
"r_2","2010","perc_pop_fig","BG425","0","0","30.5"
"r_2","2011","perc_pop_fig","BG425","0","0","41.8"
"r_2","2012","perc_pop_fig","BG425","0","0","37.8"
"r_2","2013","perc_pop_fig","BG425","0","0","47.8"
"r_2","2014","perc_pop_fig","BG425","0","0","54"
"r_2","2008","perc_pop_fig","BG425","0","1","40.5"
"r_2","2009","perc_pop_fig","BG425","0","1","35.2"
"r_2","2010","perc_pop_fig","BG425","0","1","29.3"
"r_2","2011","perc_pop_fig","BG425","0","1","40.6"
"r_2","2012","perc_pop_fig","BG425","0","1","36.5"
"r_2","2013","perc_pop_fig","BG425","0","1","48.4"
"r_2","2014","perc_pop_fig","BG425","0","1","52.6"
"r_2","2008","perc_pop_fig","BG425","0","2","39.7"
"r_2","2009","perc_pop_fig","BG425","0","2","33.5"
"r_2","2010","perc_pop_fig","BG425","0","2","31.8"
"r_2","2011","perc_pop_fig","BG425","0","2","43.3"
"r_2","2012","perc_pop_fig","BG425","0","2","39.2"
"r_2","2013","perc_pop_fig","BG425","0","2","47.1"
"r_2","2014","perc_pop_fig","BG425","0","2","55.6"
"r_2","2008","perc_pop_fig","BG423","0","0","47.7"
"r_2","2009","perc_pop_fig","BG423","0","0","46.3"
"r_2","2010","perc_pop_fig","BG423","0","0","43.7"
"r_2","2011","perc_pop_fig","BG423","0","0","44.9"
"r_2","2012","perc_pop_fig","BG423","0","0","53.3"
"r_2","2013","perc_pop_fig","BG423","0","0","50.8"
"r_2","2014","perc_pop_fig","BG423","0","0","55.9"
"r_2","2008","perc_pop_fig","BG423","0","1","46.1"
"r_2","2009","perc_pop_fig","BG423","0","1","47.1"
"r_2","2010","perc_pop_fig","BG423","0","1","44.3"
"r_2","2011","perc_pop_fig","BG423","0","1","43.6"
"r_2","2012","perc_pop_fig","BG423","0","1","51"
"r_2","2013","perc_pop_fig","BG423","0","1","49.2"
"r_2","2014","perc_pop_fig","BG423","0","1","54.9"
"r_2","2008","perc_pop_fig","BG423","0","2","49.2"
"r_2","2009","perc_pop_fig","BG423","0","2","45.4"
"r_2","2010","perc_pop_fig","BG423","0","2","43"
"r_2","2011","perc_pop_fig","BG423","0","2","46.2"
"r_2","2012","perc_pop_fig","BG423","0","2","55.4"
"r_2","2013","perc_pop_fig","BG423","0","2","52.2"
"r_2","2014","perc_pop_fig","BG423","0","2","56.7"
"r_2","2008","perc_pop_fig","BG421","0","0","36.2"
"r_2","2009","perc_pop_fig","BG421","0","0","35.5"
"r_2","2010","perc_pop_fig","BG421","0","0","37.4"
"r_2","2011","perc_pop_fig","BG421","0","0","36.4"
"r_2","2012","perc_pop_fig","BG421","0","0","39.7"
"r_2","2013","perc_pop_fig","BG421","0","0","39.4"
"r_2","2014","perc_pop_fig","BG421","0","0","47.1"
"r_2","2008","perc_pop_fig","BG421","0","1","33.3"
"r_2","2009","perc_pop_fig","BG421","0","1","32.7"
"r_2","2010","perc_pop_fig","BG421","0","1","34.9"
"r_2","2011","perc_pop_fig","BG421","0","1","34.5"
"r_2","2012","perc_pop_fig","BG421","0","1","36.3"
"r_2","2013","perc_pop_fig","BG421","0","1","36.8"
"r_2","2014","perc_pop_fig","BG421","0","1","44.3"
"r_2","2008","perc_pop_fig","BG421","0","2","38.9"
"r_2","2009","perc_pop_fig","BG421","0","2","38.2"
"r_2","2010","perc_pop_fig","BG421","0","2","39.9"
"r_2","2011","perc_pop_fig","BG421","0","2","38.3"
"r_2","2012","perc_pop_fig","BG421","0","2","43.2"
"r_2","2013","perc_pop_fig","BG421","0","2","41.7"
"r_2","2014","perc_pop_fig","BG421","0","2","49.6"
"r_2","2008","perc_pop_fig","BG424","0","0","40.2"
"r_2","2009","perc_pop_fig","BG424","0","0","44.8"
"r_2","2010","perc_pop_fig","BG424","0","0","34.5"
"r_2","2011","perc_pop_fig","BG424","0","0","45.3"
"r_2","2012","perc_pop_fig","BG424","0","0","43.1"
"r_2","2013","perc_pop_fig","BG424","0","0","52.2"
"r_2","2014","perc_pop_fig","BG424","0","0","52.2"
"r_2","2008","perc_pop_fig","BG424","0","1","32.6"
"r_2","2009","perc_pop_fig","BG424","0","1","42.8"
"r_2","2010","perc_pop_fig","BG424","0","1","31.6"
"r_2","2011","perc_pop_fig","BG424","0","1","43.8"
"r_2","2012","perc_pop_fig","BG424","0","1","41.7"
"r_2","2013","perc_pop_fig","BG424","0","1","50.9"
"r_2","2014","perc_pop_fig","BG424","0","1","50.5"
"r_2","2008","perc_pop_fig","BG424","0","2","48"
"r_2","2009","perc_pop_fig","BG424","0","2","46.4"
"r_2","2010","perc_pop_fig","BG424","0","2","37.1"
"r_2","2011","perc_pop_fig","BG424","0","2","46.7"
"r_2","2012","perc_pop_fig","BG424","0","2","44.4"
"r_2","2013","perc_pop_fig","BG424","0","2","53.6"
"r_2","2014","perc_pop_fig","BG424","0","2","54.2"
