RevisionColumn,NACE2008A21,periods,Ownership,Units,ValueColumn
"r_13","I","2024","1","BGN_tabl","20761"
"r_13","I","2024","2","BGN_tabl","16917"
"r_13","J","2008","total","BGN_tabl","13984"
"r_13","J","2008","1","BGN_tabl","10787"
"r_13","J","2008","2","BGN_tabl","14295"
"r_13","J","2009","total","BGN_tabl","15641"
"r_13","J","2009","1","BGN_tabl","11051"
"r_13","J","2009","2","BGN_tabl","16022"
"r_13","J","2010","total","BGN_tabl","16729"
"r_13","J","2010","1","BGN_tabl","11141"
"r_13","J","2010","2","BGN_tabl","17190"
"r_13","J","2011","total","BGN_tabl","18771"
"r_13","J","2011","1","BGN_tabl","11790"
"r_13","J","2011","2","BGN_tabl","19254"
"r_13","J","2012","total","BGN_tabl","20362"
"r_13","J","2012","1","BGN_tabl","11927"
"r_13","J","2012","2","BGN_tabl","20908"
"r_13","J","2013","total","BGN_tabl","21988"
"r_13","J","2013","1","BGN_tabl","12835"
"r_13","J","2013","2","BGN_tabl","22560"
"r_13","J","2014","total","BGN_tabl","22806"
"r_13","J","2014","1","BGN_tabl","13597"
"r_13","J","2014","2","BGN_tabl","23351"
"r_13","J","2015","total","BGN_tabl","24255"
"r_13","J","2015","1","BGN_tabl","13628"
"r_13","J","2015","2","BGN_tabl","24818"
"r_13","J","2016","total","BGN_tabl","27535"
"r_13","J","2016","1","BGN_tabl","14342"
"r_13","J","2016","2","BGN_tabl","28150"
"r_13","J","2017","total","BGN_tabl","29945"
"r_13","J","2017","1","BGN_tabl","14972"
"r_13","J","2017","2","BGN_tabl","30613"
"r_13","J","2018","total","BGN_tabl","33340"
"r_13","J","2018","1","BGN_tabl","16180"
"r_13","J","2018","2","BGN_tabl","34042"
"r_13","J","2019","total","BGN_tabl","37016"
"r_13","J","2019","1","BGN_tabl","18623"
"r_13","J","2019","2","BGN_tabl","37710"
"r_13","J","2020","total","BGN_tabl","40726"
"r_13","J","2020","1","BGN_tabl","20521"
"r_13","J","2020","2","BGN_tabl","41461"
"r_13","J","2021","total","BGN_tabl","45232"
"r_13","J","2021","1","BGN_tabl","25204"
"r_13","J","2021","2","BGN_tabl","45916"
"r_13","J","2022","total","BGN_tabl","52336"
"r_13","J","2022","1","BGN_tabl","27388"
"r_13","J","2022","2","BGN_tabl","53097"
"r_13","J","2023","total","BGN_tabl","59598"
"r_13","J","2023","1","BGN_tabl","32695"
"r_13","J","2023","2","BGN_tabl","60396"
"r_13","J","2024","total","BGN_tabl","64537"
"r_13","J","2024","1","BGN_tabl","35609"
"r_13","J","2024","2","BGN_tabl","65394"
"r_13","K","2008","total","BGN_tabl","14582"
"r_13","K","2008","1","BGN_tabl","17584"
"r_13","K","2008","2","BGN_tabl","14460"
"r_13","K","2009","total","BGN_tabl","15410"
"r_13","K","2009","1","BGN_tabl","17671"
"r_13","K","2009","2","BGN_tabl","15323"
"r_13","K","2010","total","BGN_tabl","16206"
"r_13","K","2010","1","BGN_tabl","18710"
"r_13","K","2010","2","BGN_tabl","16107"
"r_13","K","2011","total","BGN_tabl","17180"
"r_13","K","2011","1","BGN_tabl","18572"
"r_13","K","2011","2","BGN_tabl","17128"
"r_13","K","2012","total","BGN_tabl","17429"
"r_13","K","2012","1","BGN_tabl","19516"
"r_13","K","2012","2","BGN_tabl","17353"
"r_13","K","2013","total","BGN_tabl","18034"
"r_13","K","2013","1","BGN_tabl","21934"
"r_13","K","2013","2","BGN_tabl","17898"
"r_13","K","2014","total","BGN_tabl","18869"
"r_13","K","2014","1","BGN_tabl","23254"
"r_13","K","2014","2","BGN_tabl","18714"
"r_13","K","2015","total","BGN_tabl","19506"
"r_13","K","2015","1","BGN_tabl","22831"
"r_13","K","2015","2","BGN_tabl","19381"
"r_13","K","2016","total","BGN_tabl","20126"
"r_13","K","2016","1","BGN_tabl","24081"
"r_13","K","2016","2","BGN_tabl","19976"
"r_13","K","2017","total","BGN_tabl","21525"
"r_13","K","2017","1","BGN_tabl","25263"
"r_13","K","2017","2","BGN_tabl","21377"
"r_13","K","2018","total","BGN_tabl","23439"
"r_13","K","2018","1","BGN_tabl","31678"
"r_13","K","2018","2","BGN_tabl","23228"
"r_13","K","2019","total","BGN_tabl","25129"
"r_13","K","2019","1","BGN_tabl","35758"
"r_13","K","2019","2","BGN_tabl","24847"
"r_13","K","2020","total","BGN_tabl","26681"
"r_13","K","2020","1","BGN_tabl","39803"
"r_13","K","2020","2","BGN_tabl","26310"
"r_13","K","2021","total","BGN_tabl","28816"
"r_13","K","2021","1","BGN_tabl","43740"
"r_13","K","2021","2","BGN_tabl","28368"
"r_13","K","2022","total","BGN_tabl","32448"
"r_13","K","2022","1","BGN_tabl","48740"
"r_13","K","2022","2","BGN_tabl","31950"
"r_13","K","2023","total","BGN_tabl","35992"
"r_13","K","2023","1","BGN_tabl","56535"
"r_13","K","2023","2","BGN_tabl","35365"
"r_13","K","2024","total","BGN_tabl","41620"
"r_13","K","2024","1","BGN_tabl","63757"
"r_13","K","2024","2","BGN_tabl","40933"
"r_13","L","2008","total","BGN_tabl","6875"
"r_13","L","2008","1","BGN_tabl","6416"
"r_13","L","2008","2","BGN_tabl","6922"
"r_13","L","2009","total","BGN_tabl","7630"
"r_13","L","2009","1","BGN_tabl","7311"
"r_13","L","2009","2","BGN_tabl","7660"
"r_13","L","2010","total","BGN_tabl","7875"
"r_13","L","2010","1","BGN_tabl","7015"
"r_13","L","2010","2","BGN_tabl","7957"
"r_13","L","2011","total","BGN_tabl","8130"
"r_13","L","2011","1","BGN_tabl","7332"
"r_13","L","2011","2","BGN_tabl","8219"
"r_13","L","2012","total","BGN_tabl","8822"
"r_13","L","2012","1","BGN_tabl","7949"
"r_13","L","2012","2","BGN_tabl","8924"
"r_13","L","2013","total","BGN_tabl","9124"
"r_13","L","2013","1","BGN_tabl","8132"
"r_13","L","2013","2","BGN_tabl","9248"
"r_13","L","2014","total","BGN_tabl","9312"
"r_13","L","2014","1","BGN_tabl","8039"
"r_13","L","2014","2","BGN_tabl","9477"
"r_13","L","2015","total","BGN_tabl","10118"
"r_13","L","2015","1","BGN_tabl","8902"
"r_13","L","2015","2","BGN_tabl","10277"
"r_13","L","2016","total","BGN_tabl","10838"
"r_13","L","2016","1","BGN_tabl","9470"
"r_13","L","2016","2","BGN_tabl","11013"
"r_13","L","2017","total","BGN_tabl","12058"
"r_13","L","2017","1","BGN_tabl","9948"
"r_13","L","2017","2","BGN_tabl","12320"
"r_13","L","2018","total","BGN_tabl","12982"
"r_13","L","2018","1","BGN_tabl","10629"
"r_13","L","2018","2","BGN_tabl","13275"
"r_13","L","2019","total","BGN_tabl","14355"
"r_13","L","2019","1","BGN_tabl","11846"
"r_13","L","2019","2","BGN_tabl","14672"
"r_13","L","2020","total","BGN_tabl","15391"
"r_13","L","2020","1","BGN_tabl","12330"
"r_13","L","2020","2","BGN_tabl","15848"
"r_13","L","2021","total","BGN_tabl","17267"
"r_13","L","2021","1","BGN_tabl","13584"
"r_13","L","2021","2","BGN_tabl","17746"
"r_13","L","2022","total","BGN_tabl","19317"
"r_13","L","2022","1","BGN_tabl","15023"
"r_13","L","2022","2","BGN_tabl","19846"
"r_13","L","2023","total","BGN_tabl","21773"
"r_13","L","2023","1","BGN_tabl","17137"
"r_13","L","2023","2","BGN_tabl","22320"
"r_13","L","2024","total","BGN_tabl","24628"
"r_13","L","2024","1","BGN_tabl","20083"
"r_13","L","2024","2","BGN_tabl","25177"
"r_13","M","2008","total","BGN_tabl","9157"
"r_13","M","2008","1","BGN_tabl","7342"
"r_13","M","2008","2","BGN_tabl","9626"
"r_13","M","2009","total","BGN_tabl","10292"
"r_13","M","2009","1","BGN_tabl","7823"
"r_13","M","2009","2","BGN_tabl","10843"
"r_13","M","2010","total","BGN_tabl","10520"
"r_13","M","2010","1","BGN_tabl","7512"
"r_13","M","2010","2","BGN_tabl","11162"
"r_13","M","2011","total","BGN_tabl","11159"
"r_13","M","2011","1","BGN_tabl","7739"
"r_13","M","2011","2","BGN_tabl","11849"
"r_13","M","2012","total","BGN_tabl","12396"
"r_13","M","2012","1","BGN_tabl","8011"
"r_13","M","2012","2","BGN_tabl","13242"
"r_13","M","2013","total","BGN_tabl","13247"
"r_13","M","2013","1","BGN_tabl","8507"
"r_13","M","2013","2","BGN_tabl","14119"
"r_13","M","2014","total","BGN_tabl","14467"
"r_13","M","2014","1","BGN_tabl","9233"
"r_13","M","2014","2","BGN_tabl","15369"
"r_13","M","2015","total","BGN_tabl","15471"
"r_13","M","2015","1","BGN_tabl","9408"
"r_13","M","2015","2","BGN_tabl","16472"
"r_13","M","2016","total","BGN_tabl","16307"
"r_13","M","2016","1","BGN_tabl","9684"
"r_13","M","2016","2","BGN_tabl","17341"
"r_13","M","2017","total","BGN_tabl","17564"
"r_13","M","2017","1","BGN_tabl","10594"
"r_13","M","2017","2","BGN_tabl","18591"
"r_13","M","2018","total","BGN_tabl","19870"
"r_13","M","2018","1","BGN_tabl","12100"
"r_13","M","2018","2","BGN_tabl","20978"
"r_13","M","2019","total","BGN_tabl","21764"
"r_13","M","2019","1","BGN_tabl","13787"
"r_13","M","2019","2","BGN_tabl","22864"
"r_13","M","2020","total","BGN_tabl","23663"
"r_13","M","2020","1","BGN_tabl","15398"
"r_13","M","2020","2","BGN_tabl","24817"
"r_13","M","2021","total","BGN_tabl","25789"
"r_13","M","2021","1","BGN_tabl","17422"
"r_13","M","2021","2","BGN_tabl","26914"
"r_13","M","2022","total","BGN_tabl","28702"
"r_13","M","2022","1","BGN_tabl","19787"
"r_13","M","2022","2","BGN_tabl","29822"
"r_13","M","2023","total","BGN_tabl","33238"
"r_13","M","2023","1","BGN_tabl","22954"
"r_13","M","2023","2","BGN_tabl","34461"
"r_13","M","2024","total","BGN_tabl","38596"
"r_13","M","2024","1","BGN_tabl","30570"
"r_13","M","2024","2","BGN_tabl","39498"
"r_13","N","2008","total","BGN_tabl","4000"
"r_13","N","2008","1","BGN_tabl","3327"
"r_13","N","2008","2","BGN_tabl","4287"
"r_13","N","2009","total","BGN_tabl","4632"
"r_13","N","2009","1","BGN_tabl","3543"
"r_13","N","2009","2","BGN_tabl","5024"
"r_13","N","2010","total","BGN_tabl","5080"
"r_13","N","2010","1","BGN_tabl","3710"
"r_13","N","2010","2","BGN_tabl","5414"
"r_13","N","2011","total","BGN_tabl","5483"
"r_13","N","2011","1","BGN_tabl","3536"
"r_13","N","2011","2","BGN_tabl","6085"
"r_13","N","2012","total","BGN_tabl","5726"
"r_13","N","2012","1","BGN_tabl","3988"
"r_13","N","2012","2","BGN_tabl","6323"
"r_13","N","2013","total","BGN_tabl","6227"
"r_13","N","2013","1","BGN_tabl","4541"
"r_13","N","2013","2","BGN_tabl","6883"
"r_13","N","2014","total","BGN_tabl","7113"
"r_13","N","2014","1","BGN_tabl","4594"
"r_13","N","2014","2","BGN_tabl","7667"
"r_13","N","2015","total","BGN_tabl","8135"
"r_13","N","2015","1","BGN_tabl","5384"
"r_13","N","2015","2","BGN_tabl","8547"
"r_13","N","2016","total","BGN_tabl","8988"
"r_13","N","2016","1","BGN_tabl","5877"
"r_13","N","2016","2","BGN_tabl","9458"
"r_13","N","2017","total","BGN_tabl","9996"
"r_13","N","2017","1","BGN_tabl","6605"
"r_13","N","2017","2","BGN_tabl","10492"
"r_13","N","2018","total","BGN_tabl","11083"
"r_13","N","2018","1","BGN_tabl","7125"
"r_13","N","2018","2","BGN_tabl","11778"
"r_13","N","2019","total","BGN_tabl","12052"
"r_13","N","2019","1","BGN_tabl","7714"
"r_13","N","2019","2","BGN_tabl","12934"
"r_13","N","2020","total","BGN_tabl","13144"
"r_13","N","2020","1","BGN_tabl","8582"
"r_13","N","2020","2","BGN_tabl","14093"
"r_13","N","2021","total","BGN_tabl","15109"
"r_13","N","2021","1","BGN_tabl","9496"
"r_13","N","2021","2","BGN_tabl","16126"
"r_13","N","2022","total","BGN_tabl","17621"
"r_13","N","2022","1","BGN_tabl","10493"
"r_13","N","2022","2","BGN_tabl","19084"
"r_13","N","2023","total","BGN_tabl","20436"
"r_13","N","2023","1","BGN_tabl","12345"
"r_13","N","2023","2","BGN_tabl","21937"
"r_13","N","2024","total","BGN_tabl","23483"
"r_13","N","2024","1","BGN_tabl","14589"
"r_13","N","2024","2","BGN_tabl","25219"
"r_13","O","2008","total","BGN_tabl","9130"
"r_13","O","2008","1","BGN_tabl","9130"
"r_13","O","2008","2","BGN_tabl","x"
"r_13","O","2009","total","BGN_tabl","9588"
"r_13","O","2009","1","BGN_tabl","9588"
"r_13","O","2009","2","BGN_tabl","x"
"r_13","O","2010","total","BGN_tabl","10141"
"r_13","O","2010","1","BGN_tabl","10141"
"r_13","O","2010","2","BGN_tabl","x"
"r_13","O","2011","total","BGN_tabl","10554"
"r_13","O","2011","1","BGN_tabl","10554"
"r_13","O","2011","2","BGN_tabl","x"
"r_13","O","2012","total","BGN_tabl","10713"
"r_13","O","2012","1","BGN_tabl","10713"
"r_13","O","2012","2","BGN_tabl","x"
"r_13","O","2013","total","BGN_tabl","11317"
"r_13","O","2013","1","BGN_tabl","11317"
"r_13","O","2013","2","BGN_tabl","x"
"r_13","O","2014","total","BGN_tabl","11762"
"r_13","O","2014","1","BGN_tabl","11762"
"r_13","O","2014","2","BGN_tabl","x"
"r_13","O","2015","total","BGN_tabl","12014"
"r_13","O","2015","1","BGN_tabl","12014"
"r_13","O","2015","2","BGN_tabl","x"
"r_13","O","2016","total","BGN_tabl","12909"
"r_13","O","2016","1","BGN_tabl","12909"
"r_13","O","2016","2","BGN_tabl","x"
"r_13","O","2017","total","BGN_tabl","13881"
"r_13","O","2017","1","BGN_tabl","13881"
"r_13","O","2017","2","BGN_tabl","x"
"r_13","O","2018","total","BGN_tabl","15149"
"r_13","O","2018","1","BGN_tabl","15149"
"r_13","O","2018","2","BGN_tabl","x"
"r_13","O","2019","total","BGN_tabl","17154"
"r_13","O","2019","1","BGN_tabl","17154"
"r_13","O","2019","2","BGN_tabl","x"
"r_13","O","2020","total","BGN_tabl","19446"
"r_13","O","2020","1","BGN_tabl","19446"
"r_13","O","2020","2","BGN_tabl","x"
"r_13","O","2021","total","BGN_tabl","22255"
"r_13","O","2021","1","BGN_tabl","22255"
"r_13","O","2021","2","BGN_tabl","x"
"r_13","O","2022","total","BGN_tabl","24420"
"r_13","O","2022","1","BGN_tabl","24420"
"r_13","O","2022","2","BGN_tabl","x"
"r_13","O","2023","total","BGN_tabl","28238"
"r_13","O","2023","1","BGN_tabl","28238"
"r_13","O","2023","2","BGN_tabl","x"
"r_13","O","2024","total","BGN_tabl","32823"
"r_13","O","2024","1","BGN_tabl","32823"
"r_13","O","2024","2","BGN_tabl","x"
"r_13","P","2008","total","BGN_tabl","6962"
"r_13","P","2008","1","BGN_tabl","6948"
"r_13","P","2008","2","BGN_tabl","7297"
"r_13","P","2009","total","BGN_tabl","7835"
"r_13","P","2009","1","BGN_tabl","7828"
"r_13","P","2009","2","BGN_tabl","7966"
"r_13","P","2010","total","BGN_tabl","8258"
"r_13","P","2010","1","BGN_tabl","8257"
"r_13","P","2010","2","BGN_tabl","8261"
"r_13","P","2011","total","BGN_tabl","8376"
"r_13","P","2011","1","BGN_tabl","8351"
"r_13","P","2011","2","BGN_tabl","8857"
"r_13","P","2012","total","BGN_tabl","8638"
"r_13","P","2012","1","BGN_tabl","8590"
"r_13","P","2012","2","BGN_tabl","9571"
"r_13","P","2013","total","BGN_tabl","9426"
"r_13","P","2013","1","BGN_tabl","9382"
"r_13","P","2013","2","BGN_tabl","10247"
"r_13","P","2014","total","BGN_tabl","9790"
"r_13","P","2014","1","BGN_tabl","9739"
"r_13","P","2014","2","BGN_tabl","10707"
"r_13","P","2015","total","BGN_tabl","10225"
"r_13","P","2015","1","BGN_tabl","10152"
"r_13","P","2015","2","BGN_tabl","11555"
"r_13","P","2016","total","BGN_tabl","10784"
"r_13","P","2016","1","BGN_tabl","10712"
"r_13","P","2016","2","BGN_tabl","12002"
"r_13","P","2017","total","BGN_tabl","12104"
"r_13","P","2017","1","BGN_tabl","12068"
"r_13","P","2017","2","BGN_tabl","12690"
"r_13","P","2018","total","BGN_tabl","13336"
"r_13","P","2018","1","BGN_tabl","13270"
"r_13","P","2018","2","BGN_tabl","14370"
"r_13","P","2019","total","BGN_tabl","15393"
"r_13","P","2019","1","BGN_tabl","15380"
"r_13","P","2019","2","BGN_tabl","15594"
"r_13","P","2020","total","BGN_tabl","17502"
"r_13","P","2020","1","BGN_tabl","17551"
"r_13","P","2020","2","BGN_tabl","16708"
"r_13","P","2021","total","BGN_tabl","20190"
"r_13","P","2021","1","BGN_tabl","20290"
"r_13","P","2021","2","BGN_tabl","18599"
"r_13","P","2022","total","BGN_tabl","22043"
"r_13","P","2022","1","BGN_tabl","22113"
"r_13","P","2022","2","BGN_tabl","20959"
"r_13","P","2023","total","BGN_tabl","26188"
"r_13","P","2023","1","BGN_tabl","26301"
"r_13","P","2023","2","BGN_tabl","24498"
"r_13","P","2024","total","BGN_tabl","29689"
"r_13","P","2024","1","BGN_tabl","29788"
"r_13","P","2024","2","BGN_tabl","28273"
"r_13","Q","2008","total","BGN_tabl","6862"
"r_13","Q","2008","1","BGN_tabl","7131"
"r_13","Q","2008","2","BGN_tabl","5550"
"r_13","Q","2009","total","BGN_tabl","7763"
"r_13","Q","2009","1","BGN_tabl","7995"
"r_13","Q","2009","2","BGN_tabl","6749"
"r_13","Q","2010","total","BGN_tabl","7961"
"r_13","Q","2010","1","BGN_tabl","8066"
"r_13","Q","2010","2","BGN_tabl","7532"
"r_13","Q","2011","total","BGN_tabl","8238"
"r_13","Q","2011","1","BGN_tabl","8244"
"r_13","Q","2011","2","BGN_tabl","8211"
"r_13","Q","2012","total","BGN_tabl","8929"
"r_13","Q","2012","1","BGN_tabl","8714"
"r_13","Q","2012","2","BGN_tabl","9734"
"r_13","Q","2013","total","BGN_tabl","9685"
"r_13","Q","2013","1","BGN_tabl","9362"
"r_13","Q","2013","2","BGN_tabl","10812"
"r_13","Q","2014","total","BGN_tabl","10436"
"r_13","Q","2014","1","BGN_tabl","10014"
"r_13","Q","2014","2","BGN_tabl","11794"
"r_13","Q","2015","total","BGN_tabl","10976"
"r_13","Q","2015","1","BGN_tabl","10425"
"r_13","Q","2015","2","BGN_tabl","12664"
"r_13","Q","2016","total","BGN_tabl","11769"
"r_13","Q","2016","1","BGN_tabl","11160"
"r_13","Q","2016","2","BGN_tabl","13504"
"r_13","Q","2017","total","BGN_tabl","12723"
"r_13","Q","2017","1","BGN_tabl","11929"
"r_13","Q","2017","2","BGN_tabl","14879"
"r_13","Q","2018","total","BGN_tabl","13962"
"r_13","Q","2018","1","BGN_tabl","12978"
"r_13","Q","2018","2","BGN_tabl","16573"
"r_13","Q","2019","total","BGN_tabl","15347"
"r_13","Q","2019","1","BGN_tabl","14372"
"r_13","Q","2019","2","BGN_tabl","17886"
"r_13","Q","2020","total","BGN_tabl","17009"
"r_13","Q","2020","1","BGN_tabl","16233"
"r_13","Q","2020","2","BGN_tabl","19163"
"r_13","Q","2021","total","BGN_tabl","21405"
"r_13","Q","2021","1","BGN_tabl","20347"
"r_13","Q","2021","2","BGN_tabl","24348"
"r_13","Q","2022","total","BGN_tabl","22097"
"r_13","Q","2022","1","BGN_tabl","20550"
"r_13","Q","2022","2","BGN_tabl","26391"
"r_13","Q","2023","total","BGN_tabl","24568"
"r_13","Q","2023","1","BGN_tabl","22526"
"r_13","Q","2023","2","BGN_tabl","30340"
"r_13","Q","2024","total","BGN_tabl","28465"
"r_13","Q","2024","1","BGN_tabl","25993"
"r_13","Q","2024","2","BGN_tabl","35483"
"r_13","R","2008","total","BGN_tabl","5504"
"r_13","R","2008","1","BGN_tabl","5867"
"r_13","R","2008","2","BGN_tabl","5204"
"r_13","R","2009","total","BGN_tabl","6338"
"r_13","R","2009","1","BGN_tabl","6487"
"r_13","R","2009","2","BGN_tabl","6229"
"r_13","R","2010","total","BGN_tabl","6669"
"r_13","R","2010","1","BGN_tabl","6728"
"r_13","R","2010","2","BGN_tabl","6624"
"r_13","R","2011","total","BGN_tabl","6967"
"r_13","R","2011","1","BGN_tabl","6761"
"r_13","R","2011","2","BGN_tabl","7123"
"r_13","R","2012","total","BGN_tabl","7632"
"r_13","R","2012","1","BGN_tabl","7092"
"r_13","R","2012","2","BGN_tabl","8037"
"r_13","R","2013","total","BGN_tabl","8145"
"r_13","R","2013","1","BGN_tabl","7514"
"r_13","R","2013","2","BGN_tabl","8626"
"r_13","R","2014","total","BGN_tabl","8686"
"r_13","R","2014","1","BGN_tabl","7911"
"r_13","R","2014","2","BGN_tabl","9268"
"r_13","R","2015","total","BGN_tabl","8671"
"r_13","R","2015","1","BGN_tabl","8038"
"r_13","R","2015","2","BGN_tabl","9131"
"r_13","R","2016","total","BGN_tabl","9669"
"r_13","R","2016","1","BGN_tabl","8887"
"r_13","R","2016","2","BGN_tabl","10198"
"r_13","R","2017","total","BGN_tabl","10437"
"r_13","R","2017","1","BGN_tabl","9737"
"r_13","R","2017","2","BGN_tabl","10867"
"r_13","R","2018","total","BGN_tabl","11635"
"r_13","R","2018","1","BGN_tabl","10765"
"r_13","R","2018","2","BGN_tabl","12177"
"r_13","R","2019","total","BGN_tabl","13105"
"r_13","R","2019","1","BGN_tabl","12150"
"r_13","R","2019","2","BGN_tabl","13709"
"r_13","R","2020","total","BGN_tabl","13401"
"r_13","R","2020","1","BGN_tabl","12752"
"r_13","R","2020","2","BGN_tabl","13900"
"r_13","R","2021","total","BGN_tabl","15139"
"r_13","R","2021","1","BGN_tabl","14334"
"r_13","R","2021","2","BGN_tabl","15778"
"r_13","R","2022","total","BGN_tabl","18180"
"r_13","R","2022","1","BGN_tabl","16479"
"r_13","R","2022","2","BGN_tabl","19426"
"r_13","R","2023","total","BGN_tabl","20578"
"r_13","R","2023","1","BGN_tabl","19093"
"r_13","R","2023","2","BGN_tabl","21605"
"r_13","R","2024","total","BGN_tabl","24104"
"r_13","R","2024","1","BGN_tabl","23194"
"r_13","R","2024","2","BGN_tabl","24713"
"r_13","S","2008","total","BGN_tabl","4606"
"r_13","S","2008","1","BGN_tabl","5148"
"r_13","S","2008","2","BGN_tabl","4572"
"r_13","S","2009","total","BGN_tabl","5184"
"r_13","S","2009","1","BGN_tabl","5677"
"r_13","S","2009","2","BGN_tabl","5161"
"r_13","S","2010","total","BGN_tabl","5417"
"r_13","S","2010","1","BGN_tabl","6085"
"r_13","S","2010","2","BGN_tabl","5389"
"r_13","S","2011","total","BGN_tabl","5675"
"r_13","S","2011","1","BGN_tabl","5929"
"r_13","S","2011","2","BGN_tabl","5664"
"r_13","S","2012","total","BGN_tabl","6000"
"r_13","S","2012","1","BGN_tabl","6195"
"r_13","S","2012","2","BGN_tabl","5992"
"r_13","S","2013","total","BGN_tabl","6302"
"r_13","S","2013","1","BGN_tabl","6208"
"r_13","S","2013","2","BGN_tabl","6307"
"r_13","S","2014","total","BGN_tabl","6736"
"r_13","S","2014","1","BGN_tabl","6641"
"r_13","S","2014","2","BGN_tabl","6740"
"r_13","S","2015","total","BGN_tabl","6986"
"r_13","S","2015","1","BGN_tabl","7036"
"r_13","S","2015","2","BGN_tabl","6984"
"r_13","S","2016","total","BGN_tabl","7437"
"r_13","S","2016","1","BGN_tabl","7564"
"r_13","S","2016","2","BGN_tabl","7431"
"r_13","S","2017","total","BGN_tabl","8244"
"r_13","S","2017","1","BGN_tabl","8641"
"r_13","S","2017","2","BGN_tabl","8228"
"r_13","S","2018","total","BGN_tabl","9104"
"r_13","S","2018","1","BGN_tabl","9762"
"r_13","S","2018","2","BGN_tabl","9079"
"r_13","S","2019","total","BGN_tabl","10197"
"r_13","S","2019","1","BGN_tabl","11257"
"r_13","S","2019","2","BGN_tabl","10158"
"r_13","S","2020","total","BGN_tabl","10998"
"r_13","S","2020","1","BGN_tabl","12226"
"r_13","S","2020","2","BGN_tabl","10948"
"r_13","S","2021","total","BGN_tabl","12153"
"r_13","S","2021","1","BGN_tabl","12678"
"r_13","S","2021","2","BGN_tabl","12134"
"r_13","S","2022","total","BGN_tabl","13440"
"r_13","S","2022","1","BGN_tabl","14225"
"r_13","S","2022","2","BGN_tabl","13412"
"r_13","S","2023","total","BGN_tabl","15366"
"r_13","S","2023","1","BGN_tabl","16080"
"r_13","S","2023","2","BGN_tabl","15341"
"r_13","S","2024","total","BGN_tabl","17872"
"r_13","S","2024","1","BGN_tabl","18539"
"r_13","S","2024","2","BGN_tabl","17849"