RevisionColumn,HBS_Meassure,HBS_PD,periods,Residence,ValueColumn
"r_1","3","114","2012","2","1.1"
"r_1","3","114","2013","0","1.1"
"r_1","3","114","2013","1","1.1"
"r_1","3","114","2013","2","1"
"r_1","3","114","2014","0","0.8"
"r_1","3","114","2014","1","0.8"
"r_1","3","114","2014","2","0.9"
"r_1","3","115","2008","0","24.1"
"r_1","3","115","2008","1","21.7"
"r_1","3","115","2008","2","31.6"
"r_1","3","115","2009","0","28.6"
"r_1","3","115","2009","1","25.9"
"r_1","3","115","2009","2","37.2"
"r_1","3","115","2010","0","31.6"
"r_1","3","115","2010","1","28.9"
"r_1","3","115","2010","2","41"
"r_1","3","115","2011","0","30.7"
"r_1","3","115","2011","1","27.6"
"r_1","3","115","2011","2","42.1"
"r_1","3","115","2012","0","27.2"
"r_1","3","115","2012","1","24.6"
"r_1","3","115","2012","2","38"
"r_1","3","115","2013","0","26"
"r_1","3","115","2013","1","23.3"
"r_1","3","115","2013","2","38.3"
"r_1","3","115","2014","0","26.2"
"r_1","3","115","2014","1","23.6"
"r_1","3","115","2014","2","38.2"
"r_1","3","116","2008","0","0.2"
"r_1","3","116","2008","1","0.2"
"r_1","3","116","2008","2","0.3"
"r_1","3","116","2009","0","0.6"
"r_1","3","116","2009","1","0.5"
"r_1","3","116","2009","2","0.7"
"r_1","3","116","2010","0","0.6"
"r_1","3","116","2010","1","0.6"
"r_1","3","116","2010","2","0.7"
"r_1","3","116","2011","0","0.7"
"r_1","3","116","2011","1","0.7"
"r_1","3","116","2011","2","0.7"
"r_1","3","116","2012","0","0.7"
"r_1","3","116","2012","1","0.6"
"r_1","3","116","2012","2","0.9"
"r_1","3","116","2013","0","0.7"
"r_1","3","116","2013","1","0.6"
"r_1","3","116","2013","2","0.8"
"r_1","3","116","2014","0","0.6"
"r_1","3","116","2014","1","0.5"
"r_1","3","116","2014","2","0.7"
"r_1","3","117","2008","0","0.7"
"r_1","3","117","2008","1","0.6"
"r_1","3","117","2008","2","1"
"r_1","3","117","2009","0","1"
"r_1","3","117","2009","1","0.8"
"r_1","3","117","2009","2","1.3"
"r_1","3","117","2010","0","0.9"
"r_1","3","117","2010","1","0.8"
"r_1","3","117","2010","2","1.1"
"r_1","3","117","2011","0","0.9"
"r_1","3","117","2011","1","0.8"
"r_1","3","117","2011","2","1.1"
"r_1","3","117","2012","0","0.8"
"r_1","3","117","2012","1","0.8"
"r_1","3","117","2012","2","1.1"
"r_1","3","117","2013","0","0.8"
"r_1","3","117","2013","1","0.7"
"r_1","3","117","2013","2","1.2"
"r_1","3","117","2014","0","0.9"
"r_1","3","117","2014","1","0.8"
"r_1","3","117","2014","2","1.5"
"r_1","3","118","2008","0","3.2"
"r_1","3","118","2008","1","3"
"r_1","3","118","2008","2","3.7"
"r_1","3","118","2009","0","1.8"
"r_1","3","118","2009","1","1.9"
"r_1","3","118","2009","2","1.6"
"r_1","3","118","2010","0","1.9"
"r_1","3","118","2010","1","1.9"
"r_1","3","118","2010","2","1.6"
"r_1","3","118","2011","0","1.8"
"r_1","3","118","2011","1","1.8"
"r_1","3","118","2011","2","1.6"
"r_1","3","118","2012","0","1.9"
"r_1","3","118","2012","1","2.1"
"r_1","3","118","2012","2","1.2"
"r_1","3","118","2013","0","1.6"
"r_1","3","118","2013","1","1.5"
"r_1","3","118","2013","2","1.7"
"r_1","3","118","2014","0","2.2"
"r_1","3","118","2014","1","2.3"
"r_1","3","118","2014","2","1.9"
"r_1","3","119","2008","0","1.2"
"r_1","3","119","2008","1","1.3"
"r_1","3","119","2008","2","1"
"r_1","3","119","2009","0","0.7"
"r_1","3","119","2009","1","0.8"
"r_1","3","119","2009","2","0.5"
"r_1","3","119","2010","0","0.9"
"r_1","3","119","2010","1","1"
"r_1","3","119","2010","2","0.7"
"r_1","3","119","2011","0","1"
"r_1","3","119","2011","1","1.1"
"r_1","3","119","2011","2","0.7"
"r_1","3","119","2012","0","1.4"
"r_1","3","119","2012","1","1.5"
"r_1","3","119","2012","2","1.1"
"r_1","3","119","2013","0","1"
"r_1","3","119","2013","1","1"
"r_1","3","119","2013","2","1"
"r_1","3","119","2014","0","1"
"r_1","3","119","2014","1","1.1"
"r_1","3","119","2014","2","0.8"
"r_1","3","12","2008","0","2.3"
"r_1","3","12","2008","1","1.1"
"r_1","3","12","2008","2","6"
"r_1","3","12","2009","0","0.9"
"r_1","3","12","2009","1","0.2"
"r_1","3","12","2009","2","3"
"r_1","3","12","2010","0","1"
"r_1","3","12","2010","1","0.5"
"r_1","3","12","2010","2","2.7"
"r_1","3","12","2011","0","0.6"
"r_1","3","12","2011","1","0.3"
"r_1","3","12","2011","2","1.7"
"r_1","3","12","2012","0","0.8"
"r_1","3","12","2012","1","0.4"
"r_1","3","12","2012","2","2.6"
"r_1","3","12","2013","0","1.2"
"r_1","3","12","2013","1","0.9"
"r_1","3","12","2013","2","2.3"
"r_1","3","12","2014","0","0.7"
"r_1","3","12","2014","1","0.4"
"r_1","3","12","2014","2","2.2"
"r_1","3","13","2008","0","3.2"
"r_1","3","13","2008","1","2.9"
"r_1","3","13","2008","2","3.9"
"r_1","3","13","2009","0","2.5"
"r_1","3","13","2009","1","2.5"
"r_1","3","13","2009","2","2.6"
"r_1","3","13","2010","0","3.2"
"r_1","3","13","2010","1","3.2"
"r_1","3","13","2010","2","3.5"
"r_1","3","13","2011","0","3.1"
"r_1","3","13","2011","1","3.1"
"r_1","3","13","2011","2","3.2"
"r_1","3","13","2012","0","3.3"
"r_1","3","13","2012","1","3.2"
"r_1","3","13","2012","2","4"
"r_1","3","13","2013","0","4.1"
"r_1","3","13","2013","1","4.4"
"r_1","3","13","2013","2","2.8"
"r_1","3","13","2014","0","2.5"
"r_1","3","13","2014","1","2.4"
"r_1","3","13","2014","2","2.7"
"r_2","1","1","2015","0","11723"
"r_2","1","1","2015","1","12677"
"r_2","1","1","2015","2","8670"
"r_2","1","11","2015","0","11373"
"r_2","1","11","2015","1","12367"
"r_2","1","11","2015","2","8193"
"r_2","1","111","2015","0","6541"
"r_2","1","111","2015","1","7436"
"r_2","1","111","2015","2","3676"
"r_2","1","112","2015","0","379"
"r_2","1","112","2015","1","390"
"r_2","1","112","2015","2","341"
"r_2","1","113","2015","0","753"
"r_2","1","113","2015","1","871"
"r_2","1","113","2015","2","376"
"r_2","1","114","2015","0","65"
"r_2","1","114","2015","1","63"
"r_2","1","114","2015","2","71"
"r_2","1","115","2015","0","3085"
"r_2","1","115","2015","1","3022"
"r_2","1","115","2015","2","3287"
"r_2","1","116","2015","0","48"
"r_2","1","116","2015","1","51"
"r_2","1","116","2015","2","39"
"r_2","1","117","2015","0","111"
"r_2","1","117","2015","1","102"
"r_2","1","117","2015","2","141"
"r_2","1","118","2015","0","246"
"r_2","1","118","2015","1","268"
"r_2","1","118","2015","2","176"
"r_2","1","119","2015","0","145"
"r_2","1","119","2015","1","164"
"r_2","1","119","2015","2","85"
"r_2","1","12","2015","0","73"
"r_2","1","12","2015","1","23"
"r_2","1","12","2015","2","230"
"r_2","1","13","2015","0","277"
"r_2","1","13","2015","1","287"
"r_2","1","13","2015","2","246"
"r_2","2","1","2015","0","4886"
"r_2","2","1","2015","1","5292"
"r_2","2","1","2015","2","3595"
"r_2","2","11","2015","0","4741"
"r_2","2","11","2015","1","5163"
"r_2","2","11","2015","2","3398"
"r_2","2","111","2015","0","2726"
"r_2","2","111","2015","1","3104"
"r_2","2","111","2015","2","1525"
"r_2","2","112","2015","0","158"
"r_2","2","112","2015","1","163"
"r_2","2","112","2015","2","141"
"r_2","2","113","2015","0","314"
"r_2","2","113","2015","1","364"
"r_2","2","113","2015","2","156"
"r_2","2","114","2015","0","27"
"r_2","2","114","2015","1","26"
"r_2","2","114","2015","2","29"
"r_2","2","115","2015","0","1286"
"r_2","2","115","2015","1","1262"
"r_2","2","115","2015","2","1363"
"r_2","2","116","2015","0","20"
"r_2","2","116","2015","1","21"
"r_2","2","116","2015","2","16"
"r_2","2","117","2015","0","46"
"r_2","2","117","2015","1","43"
"r_2","2","117","2015","2","58"
"r_2","2","118","2015","0","103"
"r_2","2","118","2015","1","112"
"r_2","2","118","2015","2","73"
"r_2","2","119","2015","0","60"
"r_2","2","119","2015","1","68"
"r_2","2","119","2015","2","35"
"r_2","2","12","2015","0","30"
"r_2","2","12","2015","1","10"
"r_2","2","12","2015","2","95"
"r_2","2","13","2015","0","116"
"r_2","2","13","2015","1","120"
"r_2","2","13","2015","2","102"
"r_2","3","1","2015","0","100"
"r_2","3","1","2015","1","100"
"r_2","3","1","2015","2","100"
"r_2","3","11","2015","0","97"
"r_2","3","11","2015","1","97.6"
"r_2","3","11","2015","2","94.5"
"r_2","3","111","2015","0","55.8"
"r_2","3","111","2015","1","58.7"
"r_2","3","111","2015","2","42.4"
"r_2","3","112","2015","0","3.2"
"r_2","3","112","2015","1","3.1"
"r_2","3","112","2015","2","3.9"
"r_2","3","113","2015","0","6.4"
"r_2","3","113","2015","1","6.9"
"r_2","3","113","2015","2","4.3"
"r_2","3","114","2015","0","0.6"
"r_2","3","114","2015","1","0.5"
"r_2","3","114","2015","2","0.8"
"r_2","3","115","2015","0","26.3"
"r_2","3","115","2015","1","23.8"
"r_2","3","115","2015","2","37.9"
"r_2","3","116","2015","0","0.4"
"r_2","3","116","2015","1","0.4"
"r_2","3","116","2015","2","0.5"
"r_2","3","117","2015","0","0.9"
"r_2","3","117","2015","1","0.8"
"r_2","3","117","2015","2","1.6"
"r_2","3","118","2015","0","2.1"
"r_2","3","118","2015","1","2.1"
"r_2","3","118","2015","2","2"
"r_2","3","119","2015","0","1.2"
"r_2","3","119","2015","1","1.3"
"r_2","3","119","2015","2","1"
"r_2","3","12","2015","0","0.6"
"r_2","3","12","2015","1","0.2"
"r_2","3","12","2015","2","2.7"
"r_2","3","13","2015","0","2.4"
"r_2","3","13","2015","1","2.3"
"r_2","3","13","2015","2","2.8"
"r_3","1","1","2016","0","11966"
"r_3","1","1","2016","1","12880"
"r_3","1","1","2016","2","9313"
"r_3","1","11","2016","0","11590"
"r_3","1","11","2016","1","12512"
"r_3","1","11","2016","2","8915"
"r_3","1","111","2016","0","6579"
"r_3","1","111","2016","1","7444"
"r_3","1","111","2016","2","4069"
"r_3","1","112","2016","0","352"
"r_3","1","112","2016","1","371"
"r_3","1","112","2016","2","297"
"r_3","1","113","2016","0","651"
"r_3","1","113","2016","1","699"
"r_3","1","113","2016","2","512"
"r_3","1","114","2016","0","84"
"r_3","1","114","2016","1","73"
"r_3","1","114","2016","2","117"
"r_3","1","115","2016","0","3357"
"r_3","1","115","2016","1","3349"
"r_3","1","115","2016","2","3383"
"r_3","1","116","2016","0","47"
"r_3","1","116","2016","1","50"
"r_3","1","116","2016","2","40"
"r_3","1","117","2016","0","94"
"r_3","1","117","2016","1","86"
"r_3","1","117","2016","2","118"
"r_3","1","118","2016","0","273"
"r_3","1","118","2016","1","281"
"r_3","1","118","2016","2","250"
"r_3","1","119","2016","0","152"
"r_3","1","119","2016","1","161"
"r_3","1","119","2016","2","128"
"r_3","1","12","2016","0","72"
"r_3","1","12","2016","1","59"
"r_3","1","12","2016","2","109"
"r_3","1","13","2016","0","304"
"r_3","1","13","2016","1","309"
"r_3","1","13","2016","2","289"
"r_3","2","1","2016","0","5105"
"r_3","2","1","2016","1","5521"
"r_3","2","1","2016","2","3920"
"r_3","2","11","2016","0","4945"
"r_3","2","11","2016","1","5363"
"r_3","2","11","2016","2","3752"
"r_3","2","111","2016","0","2807"
"r_3","2","111","2016","1","3191"
"r_3","2","111","2016","2","1713"
"r_3","2","112","2016","0","150"
"r_3","2","112","2016","1","159"
"r_3","2","112","2016","2","125"
"r_3","2","113","2016","0","278"
"r_3","2","113","2016","1","299"
"r_3","2","113","2016","2","215"
"r_3","2","114","2016","0","36"
"r_3","2","114","2016","1","31"
"r_3","2","114","2016","2","49"
"r_3","2","115","2016","0","1432"
"r_3","2","115","2016","1","1435"
"r_3","2","115","2016","2","1424"
"r_3","2","116","2016","0","20"
"r_3","2","116","2016","1","21"
"r_3","2","116","2016","2","17"
"r_3","2","117","2016","0","40"
"r_3","2","117","2016","1","37"
"r_3","2","117","2016","2","50"
"r_3","2","118","2016","0","116"
"r_3","2","118","2016","1","120"
"r_3","2","118","2016","2","105"
"r_3","2","119","2016","0","65"
"r_3","2","119","2016","1","69"
"r_3","2","119","2016","2","54"
"r_3","2","12","2016","0","31"
"r_3","2","12","2016","1","25"
"r_3","2","12","2016","2","46"
"r_3","2","13","2016","0","130"
"r_3","2","13","2016","1","133"
"r_3","2","13","2016","2","122"
"r_3","3","1","2016","0","100"
"r_3","3","1","2016","1","100"
"r_3","3","1","2016","2","100"
"r_3","3","11","2016","0","96.9"
"r_3","3","11","2016","1","97.1"
"r_3","3","11","2016","2","95.7"
"r_3","3","111","2016","0","55"
"r_3","3","111","2016","1","57.8"
"r_3","3","111","2016","2","43.7"
"r_3","3","112","2016","0","2.9"
"r_3","3","112","2016","1","2.9"
"r_3","3","112","2016","2","3.2"
"r_3","3","113","2016","0","5.4"
"r_3","3","113","2016","1","5.4"
"r_3","3","113","2016","2","5.5"
"r_3","3","114","2016","0","0.7"
"r_3","3","114","2016","1","0.6"
"r_3","3","114","2016","2","1.3"
"r_3","3","115","2016","0","28.1"
"r_3","3","115","2016","1","26"
"r_3","3","115","2016","2","36.3"
"r_3","3","116","2016","0","0.4"
"r_3","3","116","2016","1","0.4"
"r_3","3","116","2016","2","0.4"
"r_3","3","117","2016","0","0.8"
"r_3","3","117","2016","1","0.7"
"r_3","3","117","2016","2","1.3"
"r_3","3","118","2016","0","2.3"
"r_3","3","118","2016","1","2.2"
"r_3","3","118","2016","2","2.7"
"r_3","3","119","2016","0","1.3"
"r_3","3","119","2016","1","1.2"
"r_3","3","119","2016","2","1.4"
"r_3","3","12","2016","0","0.6"
"r_3","3","12","2016","1","0.5"
"r_3","3","12","2016","2","1.2"
"r_3","3","13","2016","0","2.5"
"r_3","3","13","2016","1","2.4"
"r_3","3","13","2016","2","3.1"
"r_4","1","1","2017","0","12697"
"r_4","1","1","2017","1","13767"
"r_4","1","1","2017","2","9695"
"r_4","1","11","2017","0","12151"
"r_4","1","11","2017","1","13212"
"r_4","1","11","2017","2","9176"
"r_4","1","111","2017","0","6980"
"r_4","1","111","2017","1","7964"
"r_4","1","111","2017","2","4219"
"r_4","1","112","2017","0","296"
"r_4","1","112","2017","1","320"
"r_4","1","112","2017","2","227"
"r_4","1","113","2017","0","761"
"r_4","1","113","2017","1","854"
"r_4","1","113","2017","2","499"
"r_4","1","114","2017","0","118"
"r_4","1","114","2017","1","109"
"r_4","1","114","2017","2","143"
"r_4","1","115","2017","0","3399"
"r_4","1","115","2017","1","3359"
"r_4","1","115","2017","2","3512"
"r_4","1","116","2017","0","46"
"r_4","1","116","2017","1","49"
"r_4","1","116","2017","2","39"
"r_4","1","117","2017","0","91"
"r_4","1","117","2017","1","82"
"r_4","1","117","2017","2","114"
"r_4","1","118","2017","0","289"
"r_4","1","118","2017","1","302"
"r_4","1","118","2017","2","252"
"r_4","1","119","2017","0","171"
"r_4","1","119","2017","1","171"
"r_4","1","119","2017","2","171"
"r_4","1","12","2017","0","94"
"r_4","1","12","2017","1","84"
"r_4","1","12","2017","2","122"
"r_4","1","13","2017","0","452"
"r_4","1","13","2017","1","472"
"r_4","1","13","2017","2","397"
"r_4","2","1","2017","0","5526"
"r_4","2","1","2017","1","6016"
"r_4","2","1","2017","2","4171"
"r_4","2","11","2017","0","5288"
"r_4","2","11","2017","1","5774"
"r_4","2","11","2017","2","3947"
"r_4","2","111","2017","0","3038"
"r_4","2","111","2017","1","3481"
"r_4","2","111","2017","2","1815"
"r_4","2","112","2017","0","129"
"r_4","2","112","2017","1","140"
"r_4","2","112","2017","2","98"
"r_4","2","113","2017","0","331"
"r_4","2","113","2017","1","373"
"r_4","2","113","2017","2","215"
"r_4","2","114","2017","0","51"
"r_4","2","114","2017","1","48"
"r_4","2","114","2017","2","62"
"r_4","2","115","2017","0","1479"
"r_4","2","115","2017","1","1468"
"r_4","2","115","2017","2","1511"
"r_4","2","116","2017","0","20"
"r_4","2","116","2017","1","21"
"r_4","2","116","2017","2","17"
"r_4","2","117","2017","0","39"
"r_4","2","117","2017","1","36"
"r_4","2","117","2017","2","49"
"r_4","2","118","2017","0","126"
"r_4","2","118","2017","1","132"
"r_4","2","118","2017","2","108"
"r_4","2","119","2017","0","74"
"r_4","2","119","2017","1","75"
"r_4","2","119","2017","2","74"
"r_4","2","12","2017","0","41"
"r_4","2","12","2017","1","37"
"r_4","2","12","2017","2","53"
"r_4","2","13","2017","0","197"
"r_4","2","13","2017","1","206"
"r_4","2","13","2017","2","171"
"r_4","3","1","2017","0","100"
"r_4","3","1","2017","1","100"
"r_4","3","1","2017","2","100"
"r_4","3","11","2017","0","95.7"
"r_4","3","11","2017","1","96"
"r_4","3","11","2017","2","94.6"
"r_4","3","111","2017","0","55"
"r_4","3","111","2017","1","57.9"
"r_4","3","111","2017","2","43.5"
"r_4","3","112","2017","0","2.3"
"r_4","3","112","2017","1","2.3"
"r_4","3","112","2017","2","2.3"
"r_4","3","113","2017","0","6"
"r_4","3","113","2017","1","6.2"
"r_4","3","113","2017","2","5.1"
"r_4","3","114","2017","0","0.9"
"r_4","3","114","2017","1","0.8"
"r_4","3","114","2017","2","1.5"
"r_4","3","115","2017","0","26.8"
"r_4","3","115","2017","1","24.4"
"r_4","3","115","2017","2","36.2"
"r_4","3","116","2017","0","0.4"
"r_4","3","116","2017","1","0.4"
"r_4","3","116","2017","2","0.4"
"r_4","3","117","2017","0","0.7"
"r_4","3","117","2017","1","0.6"
"r_4","3","117","2017","2","1.2"
"r_4","3","118","2017","0","2.3"
"r_4","3","118","2017","1","2.2"
"r_4","3","118","2017","2","2.6"
"r_4","3","119","2017","0","1.3"
"r_4","3","119","2017","1","1.2"
"r_4","3","119","2017","2","1.8"
"r_4","3","12","2017","0","0.7"
"r_4","3","12","2017","1","0.6"
"r_4","3","12","2017","2","1.3"
"r_4","3","13","2017","0","3.6"
"r_4","3","13","2017","1","3.4"
"r_4","3","13","2017","2","4.1"
"r_5","1","1","2018","0","13286"
"r_5","1","1","2018","1","14359"
"r_5","1","1","2018","2","10282"
"r_5","1","11","2018","0","12728"
"r_5","1","11","2018","1","13825"
"r_5","1","11","2018","2","9658"
"r_5","1","111","2018","0","7461"
"r_5","1","111","2018","1","8506"
"r_5","1","111","2018","2","4536"
"r_5","1","112","2018","0","147"
"r_5","1","112","2018","1","151"
"r_5","1","112","2018","2","137"
"r_5","1","113","2018","0","831"
"r_5","1","113","2018","1","942"
"r_5","1","113","2018","2","520"
"r_5","1","114","2018","0","68"
"r_5","1","114","2018","1","70"
"r_5","1","114","2018","2","61"
"r_5","1","115","2018","0","3678"
"r_5","1","115","2018","1","3618"
"r_5","1","115","2018","2","3847"
"r_5","1","116","2018","0","46"
"r_5","1","116","2018","1","51"
"r_5","1","116","2018","2","31"
"r_5","1","117","2018","0","178"
"r_5","1","117","2018","1","180"
"r_5","1","117","2018","2","171"
"r_5","1","118","2018","0","121"
"r_5","1","118","2018","1","109"
"r_5","1","118","2018","2","155"
"r_5","1","119","2018","0","199"
"r_5","1","119","2018","1","199"
"r_5","1","119","2018","2","199"
"r_5","1","12","2018","0","52"
"r_5","1","12","2018","1","26"
"r_5","1","12","2018","2","124"
"r_5","1","13","2018","0","506"
"r_5","1","13","2018","1","508"
"r_5","1","13","2018","2","501"
"r_5","2","1","2018","0","5940"
"r_5","2","1","2018","1","6445"
"r_5","2","1","2018","2","4548"
"r_5","2","11","2018","0","5691"
"r_5","2","11","2018","1","6205"
"r_5","2","11","2018","2","4272"
"r_5","2","111","2018","0","3336"
"r_5","2","111","2018","1","3818"
"r_5","2","111","2018","2","2006"
"r_5","2","112","2018","0","66"
"r_5","2","112","2018","1","68"
"r_5","2","112","2018","2","61"
"r_5","2","113","2018","0","371"
"r_5","2","113","2018","1","423"
"r_5","2","113","2018","2","230"
"r_5","2","114","2018","0","30"
"r_5","2","114","2018","1","32"
"r_5","2","114","2018","2","27"
"r_5","2","115","2018","0","1645"
"r_5","2","115","2018","1","1624"
"r_5","2","115","2018","2","1702"
"r_5","2","116","2018","0","20"
"r_5","2","116","2018","1","23"
"r_5","2","116","2018","2","14"
"r_5","2","117","2018","0","79"
"r_5","2","117","2018","1","81"
"r_5","2","117","2018","2","76"
"r_5","2","118","2018","0","54"
"r_5","2","118","2018","1","49"
"r_5","2","118","2018","2","69"
"r_5","2","119","2018","0","89"
"r_5","2","119","2018","1","89"
"r_5","2","119","2018","2","88"
"r_5","2","12","2018","0","23"
"r_5","2","12","2018","1","12"
"r_5","2","12","2018","2","55"
"r_5","2","13","2018","0","226"
"r_5","2","13","2018","1","228"
"r_5","2","13","2018","2","222"
"r_5","3","1","2018","0","100"
"r_5","3","1","2018","1","100"
"r_5","3","1","2018","2","100"
"r_5","3","11","2018","0","95.8"
"r_5","3","11","2018","1","96.3"
"r_5","3","11","2018","2","93.9"
"r_5","3","111","2018","0","56.2"
"r_5","3","111","2018","1","59.2"
"r_5","3","111","2018","2","44.1"
"r_5","3","112","2018","0","1.1"
"r_5","3","112","2018","1","1.1"
"r_5","3","112","2018","2","1.3"
"r_5","3","113","2018","0","6.3"
"r_5","3","113","2018","1","6.6"
"r_5","3","113","2018","2","5.1"
"r_5","3","114","2018","0","0.5"
"r_5","3","114","2018","1","0.5"
"r_5","3","114","2018","2","0.6"
"r_5","3","115","2018","0","27.7"
"r_5","3","115","2018","1","25.2"
"r_5","3","115","2018","2","37.4"
"r_5","3","116","2018","0","0.3"
"r_5","3","116","2018","1","0.4"
"r_5","3","116","2018","2","0.3"
"r_5","3","117","2018","0","1.3"
"r_5","3","117","2018","1","1.3"
"r_5","3","117","2018","2","1.7"
"r_5","3","118","2018","0","0.9"
"r_5","3","118","2018","1","0.8"
"r_5","3","118","2018","2","1.5"
"r_5","3","119","2018","0","1.5"
"r_5","3","119","2018","1","1.4"
"r_5","3","119","2018","2","1.9"
"r_5","3","12","2018","0","0.4"
"r_5","3","12","2018","1","0.2"
"r_5","3","12","2018","2","1.2"
"r_5","3","13","2018","0","3.8"
"r_5","3","13","2018","1","3.5"
"r_5","3","13","2018","2","4.9"
"r_6","1","1","2019","0","14225"
"r_6","1","1","2019","1","15316"
"r_6","1","1","2019","2","11176"
"r_6","1","11","2019","0","13679"
"r_6","1","11","2019","1","14788"
"r_6","1","11","2019","2","10578"
"r_6","1","111","2019","0","8128"
"r_6","1","111","2019","1","9196"
"r_6","1","111","2019","2","5143"
"r_6","1","112","2019","0","120"
"r_6","1","112","2019","1","123"
"r_6","1","112","2019","2","111"
"r_6","1","113","2019","0","824"
"r_6","1","113","2019","1","912"
"r_6","1","113","2019","2","577"
"r_6","1","114","2019","0","94"
"r_6","1","114","2019","1","99"
"r_6","1","114","2019","2","81"
"r_6","1","115","2019","0","3924"
"r_6","1","115","2019","1","3895"
"r_6","1","115","2019","2","4005"
"r_6","1","116","2019","0","39"
"r_6","1","116","2019","1","30"
"r_6","1","116","2019","2","64"
"r_6","1","117","2019","0","179"
"r_6","1","117","2019","1","186"
"r_6","1","117","2019","2","159"
"r_6","1","118","2019","0","197"
"r_6","1","118","2019","1","184"
"r_6","1","118","2019","2","232"
"r_6","1","119","2019","0","175"
"r_6","1","119","2019","1","164"
"r_6","1","119","2019","2","205"
"r_6","1","12","2019","0","60"
"r_6","1","12","2019","1","39"
"r_6","1","12","2019","2","117"
"r_6","1","13","2019","0","487"
"r_6","1","13","2019","1","489"
"r_6","1","13","2019","2","481"
"r_6","2","1","2019","0","6529"
"r_6","2","1","2019","1","7109"
"r_6","2","1","2019","2","4976"
"r_6","2","11","2019","0","6279"
