Code list,Code,Name of Code list or Code in Bulgarian,Name of Code list or Code in English
"Units","","Мерни единици","Measuring units"
"Units","null_value","",""
"Units","num","брой","Number"
"EKATTE","","ЕКАТТЕ","EKATTE"
"EKATTE","BG","Общо за страната","Total for the country"
"EKATTE","BG3","Северна и Югоизточна България","Severna i Yugoiztochna Bulgaria"
"EKATTE","BG31","Северозападен","Severozapaden"
"EKATTE","BG32","Северен централен","Severen tsentralen"
"EKATTE","BG33","Североизточен","Severoiztochen"
"EKATTE","BG34","Югоизточен","Yugoiztochen"
"EKATTE","BG4","Югозападна и Южна централна България","Yugozapadna i Yuzhna tsentralna Bulgaria"
"EKATTE","BG41","Югозападен","Yugozapaden"
"EKATTE","BG42","Южен централен","Yuzhen tsentralen"
"EKATTE","BGS","Бургас","Burgas"
"EKATTE","BGS01","Айтос","Aytos"
"EKATTE","BGS04","Бургас","Burgas"
"EKATTE","BGS06","Средец","Sredets"
"EKATTE","BGS08","Камено","Kameno"
"EKATTE","BGS09","Карнобат","Karnobat"
"EKATTE","BGS12","Малко Търново","Malko Tarnovo"
"EKATTE","BGS13","Царево","Tsarevo"
"EKATTE","BGS15","Несебър","Nesebar"
"EKATTE","BGS17","Поморие","Pomorie"
"EKATTE","BGS18","Руен","Ruen"
"EKATTE","BGS21","Созопол","Sozopol"
"EKATTE","BGS23","Сунгурларе","Sungurlare"
"EKATTE","BGS27","Приморско","Primorsko"
"EKATTE","BLG","Благоевград","Blagoevgrad"
"EKATTE","BLG01","Банско","Bansko"
"EKATTE","BLG02","Белица","Belitsa"
"EKATTE","BLG03","Благоевград","Blagoevgrad"
"EKATTE","BLG11","Гоце Делчев","Gotse Delchev"
"EKATTE","BLG13","Гърмен","Garmen"
"EKATTE","BLG28","Кресна","Kresna"
"EKATTE","BLG33","Петрич","Petrich"
"EKATTE","BLG37","Разлог","Razlog"
"EKATTE","BLG40","Сандански","Sandanski"
"EKATTE","BLG42","Сатовча","Satovcha"
"EKATTE","BLG44","Симитли","Simitli"
"EKATTE","BLG49","Струмяни","Strumyani"
"EKATTE","BLG52","Хаджидимово","Hadzhidimovo"
"EKATTE","BLG53","Якоруда","Yakoruda"
"EKATTE","DOB","Добрич","Dobrich"
"EKATTE","DOB03","Балчик","Balchik"
"EKATTE","DOB12","Генерал Тошево","General Toshevo"
"EKATTE","DOB15","Добрич-селска","Dobrich-selska"
"EKATTE","DOB17","Каварна","Kavarna"
"EKATTE","DOB20","Крушари","Krushari"
"EKATTE","DOB27","Тервел","Tervel"
"EKATTE","DOB28","Добрич","Dobrich"
"EKATTE","DOB29","Шабла","Shabla"
"EKATTE","GAB","Габрово","Gabrovo"
"EKATTE","GAB05","Габрово","Gabrovo"
"EKATTE","GAB12","Дряново","Dryanovo"
"EKATTE","GAB29","Севлиево","Sevlievo"
"EKATTE","GAB35","Трявна","Tryavna"
"EKATTE","HKV","Хасково","Haskovo"
"EKATTE","HKV09","Димитровград","Dimitrovgrad"
"EKATTE","HKV11","Ивайловград","Ivaylovgrad"
"EKATTE","HKV17","Любимец","Lyubimets"
"EKATTE","HKV18","Маджарово","Madzharovo"
"EKATTE","HKV19","Минерални бани","Mineralni bani"
"EKATTE","HKV28","Свиленград","Svilengrad"
"EKATTE","HKV29","Симеоновград","Simeonovgrad"
"EKATTE","HKV30","Стамболово","Stambolovo"
"EKATTE","HKV32","Тополовград","Topolovgrad"
"EKATTE","HKV33","Харманли","Harmanli"
"EKATTE","HKV34","Хасково","Haskovo"
"EKATTE","JAM","Ямбол","Yambol"
"EKATTE","JAM03","Болярово","Bolyarovo"
"EKATTE","JAM07","Елхово","Elhovo"
"EKATTE","JAM22","Стралджа","Straldzha"
"EKATTE","JAM25","Тунджа","Tundzha"
"EKATTE","JAM26","Ямбол","Yambol"
"EKATTE","KNL","Кюстендил","Kyustendil"
"EKATTE","KNL04","Бобов дол","Bobov dol"
"EKATTE","KNL05","Бобошево","Boboshevo"
"EKATTE","KNL27","Кочериново","Kocherinovo"
"EKATTE","KNL29","Кюстендил","Kyustendil"
"EKATTE","KNL31","Невестино","Nevestino"
"EKATTE","KNL38","Рила","Rila"
"EKATTE","KNL41","Сапарева баня","Sapareva banya"
"EKATTE","KNL48","Дупница","Dupnitsa"
"EKATTE","KNL50","Трекляно","Treklyano"
"EKATTE","KRZ","Кърджали","Kardzhali"
"EKATTE","KRZ02","Ардино","Ardino"
"EKATTE","KRZ08","Джебел","Dzhebel"
"EKATTE","KRZ14","Кирково","Kirkovo"
"EKATTE","KRZ15","Крумовград","Krumovgrad"
"EKATTE","KRZ16","Кърджали","Kardzhali"
"EKATTE","KRZ21","Момчилград","Momchilgrad"
"EKATTE","KRZ35","Черноочене","Chernoochene"
"EKATTE","LOV","Ловеч","Lovech"
"EKATTE","LOV02","Априлци","Apriltsi"
"EKATTE","LOV17","Летница","Letnitsa"
"EKATTE","LOV18","Ловеч","Lovech"
"EKATTE","LOV19","Луковит","Lukovit"
"EKATTE","LOV33","Тетевен","Teteven"
"EKATTE","LOV34","Троян","Troyan"
"EKATTE","LOV36","Угърчин","Ugarchin"
"EKATTE","LOV38","Ябланица","Yablanitsa"
"EKATTE","MON","Монтана","Montana"
"EKATTE","MON02","Берковица","Berkovitsa"
"EKATTE","MON04","Бойчиновци","Boychinovtsi"
"EKATTE","MON07","Брусарци","Brusartsi"
"EKATTE","MON11","Вълчедръм","Valchedram"
"EKATTE","MON12","Вършец","Varshets"
"EKATTE","MON14","Георги Дамяново","Georgi Damyanovo"
"EKATTE","MON24","Лом","Lom"
"EKATTE","MON26","Медковец","Medkovets"
"EKATTE","MON29","Монтана","Montana"
"EKATTE","MON36","Чипровци","Chiprovtsi"
"EKATTE","MON38","Якимово","Yakimovo"
"EKATTE","PAZ","Пазарджик","Pazardzhik"
"EKATTE","PAZ03","Батак","Batak"
"EKATTE","PAZ04","Белово","Belovo"
"EKATTE","PAZ06","Брацигово","Bratsigovo"
"EKATTE","PAZ08","Велинград","Velingrad"
"EKATTE","PAZ14","Лесичово","Lesichovo"
"EKATTE","PAZ19","Пазарджик","Pazardzhik"
"EKATTE","PAZ20","Панагюрище","Panagyurishte"
"EKATTE","PAZ21","Пещера","Peshtera"
"EKATTE","PAZ24","Ракитово","Rakitovo"
"EKATTE","PAZ29","Септември","Septemvri"
"EKATTE","PAZ32","Стрелча","Strelcha"
"EKATTE","PAZ39","Сърница","Sarnitsa"
"EKATTE","PDV","Пловдив","Plovdiv"
"EKATTE","PDV01","Асеновград","Asenovgrad"
"EKATTE","PDV07","Брезово","Brezovo"
"EKATTE","PDV12","Калояново","Kaloyanovo"
"EKATTE","PDV13","Карлово","Karlovo"
"EKATTE","PDV15","Лъки","Laki"
"EKATTE","PDV17","Марица","Maritsa"
"EKATTE","PDV22","Пловдив","Plovdiv"
"EKATTE","PDV23","Първомай","Parvomay"
"EKATTE","PDV25","Раковски","Rakovski"
"EKATTE","PDV26","Родопи","Rodopi"
"EKATTE","PDV28","Садово","Sadovo"
"EKATTE","PDV33","Съединение","Saedinenie"
"EKATTE","PDV37","Хисаря","Hisarya"
"EKATTE","PDV39","Кричим","Krichim"
"EKATTE","PDV40","Перущица","Perushtitsa"
"EKATTE","PDV41","Стамболийски","Stamboliyski"
"EKATTE","PDV42","Куклен","Kuklen"
"EKATTE","PDV43","Сопот","Sopot"
"EKATTE","PER","Перник","Pernik"
"EKATTE","PER08","Брезник","Breznik"
"EKATTE","PER19","Земен","Zemen"
"EKATTE","PER22","Ковачевци","Kovachevtsi"
"EKATTE","PER32","Перник","Pernik"
"EKATTE","PER36","Радомир","Radomir"
"EKATTE","PER51","Трън","Tran"
"EKATTE","PVN","Плевен","Pleven"
"EKATTE","PVN03","Белене","Belene"
"EKATTE","PVN08","Гулянци","Gulyantsi"
"EKATTE","PVN10","Долна Митрополия","Dolna Mitropolia"
"EKATTE","PVN11","Долни Дъбник","Dolni Dabnik"
"EKATTE","PVN16","Левски","Levski"
"EKATTE","PVN21","Никопол","Nikopol"
"EKATTE","PVN23","Искър","Iskar"
"EKATTE","PVN24","Плевен","Pleven"
"EKATTE","PVN27","Пордим","Pordim"
"EKATTE","PVN37","Червен бряг","Cherven bryag"
"EKATTE","PVN39","Кнежа","Knezha"
"EKATTE","RAZ","Разград","Razgrad"
"EKATTE","RAZ11","Завет","Zavet"
"EKATTE","RAZ14","Исперих","Isperih"
"EKATTE","RAZ16","Кубрат","Kubrat"
"EKATTE","RAZ17","Лозница","Loznitsa"
"EKATTE","RAZ26","Разград","Razgrad"
"EKATTE","RAZ29","Самуил","Samuil"
"EKATTE","RAZ36","Цар Калоян","Tsar Kaloyan"
"EKATTE","RSE","Русе","Ruse"
"EKATTE","RSE03","Борово","Borovo"
"EKATTE","RSE04","Бяла","Byala"
"EKATTE","RSE05","Ветово","Vetovo"
"EKATTE","RSE08","Две могили","Dve mogili"
"EKATTE","RSE13","Иваново","Ivanovo"
"EKATTE","RSE27","Русе","Ruse"
"EKATTE","RSE33","Сливо поле","Slivo pole"
"EKATTE","RSE37","Ценово","Tsenovo"
"EKATTE","SFO","София","Sofia"
"EKATTE","SFO06","Божурище","Bozhurishte"
"EKATTE","SFO07","Ботевград","Botevgrad"
"EKATTE","SFO09","Годеч","Godech"
"EKATTE","SFO10","Горна Малина","Gorna Malina"
"EKATTE","SFO16","Драгоман","Dragoman"
"EKATTE","SFO17","Елин Пелин","Elin Pelin"
"EKATTE","SFO18","Етрополе","Etropole"
"EKATTE","SFO20","Ихтиман","Ihtiman"
"EKATTE","SFO24","Копривщица","Koprivshtitsa"
"EKATTE","SFO25","Костенец","Kostenets"
"EKATTE","SFO26","Костинброд","Kostinbrod"
"EKATTE","SFO34","Правец","Pravets"
"EKATTE","SFO39","Самоков","Samokov"
"EKATTE","SFO43","Своге","Svoge"
"EKATTE","SFO45","Сливница","Slivnitsa"
"EKATTE","SFO47","Златица","Zlatitsa"
"EKATTE","SFO54","Антон","Anton"
"EKATTE","SFO55","Пирдоп","Pirdop"
"EKATTE","SFO56","Мирково","Mirkovo"
"EKATTE","SFO57","Чавдар","Chavdar"
"EKATTE","SFO58","Челопеч","Chelopech"
"EKATTE","SFO59","Долна баня","Dolna banya"
"EKATTE","SHU","Шумен","Shumen"
"EKATTE","SHU07","Венец","Venets"
"EKATTE","SHU10","Върбица","Varbitsa"
"EKATTE","SHU11","Хитрино","Hitrino"
"EKATTE","SHU18","Каолиново","Kaolinovo"
"EKATTE","SHU19","Каспичан","Kaspichan"
"EKATTE","SHU21","Никола Козлево","Nikola Kozlevo"
"EKATTE","SHU22","Нови пазар","Novi pazar"
"EKATTE","SHU23","Велики Преслав","Veliki Preslav"
"EKATTE","SHU25","Смядово","Smyadovo"
"EKATTE","SHU30","Шумен","Shumen"
"EKATTE","SLS","Силистра","Silistra"
"EKATTE","SLS01","Алфатар","Alfatar"
"EKATTE","SLS07","Главиница","Glavinitsa"
"EKATTE","SLS10","Дулово","Dulovo"
"EKATTE","SLS15","Кайнарджа","Kaynardzha"
"EKATTE","SLS31","Силистра","Silistra"
"EKATTE","SLS32","Ситово","Sitovo"
"EKATTE","SLS34","Тутракан","Tutrakan"
"EKATTE","SLV","Сливен","Sliven"
"EKATTE","SLV11","Котел","Kotel"
"EKATTE","SLV16","Нова Загора","Nova Zagora"
"EKATTE","SLV20","Сливен","Sliven"
"EKATTE","SLV24","Твърдица","Tvarditsa"
"EKATTE","SML","Смолян","Smolyan"
"EKATTE","SML02","Баните","Banite"
"EKATTE","SML05","Борино","Borino"
"EKATTE","SML09","Девин","Devin"
"EKATTE","SML10","Доспат","Dospat"
"EKATTE","SML11","Златоград","Zlatograd"
"EKATTE","SML16","Мадан","Madan"
"EKATTE","SML18","Неделино","Nedelino"
"EKATTE","SML27","Рудозем","Rudozem"
"EKATTE","SML31","Смолян","Smolyan"
"EKATTE","SML38","Чепеларе","Chepelare"
"EKATTE","SOF","София (столица)","Sofia (stolitsa)"
"EKATTE","SOF46","Столична","Sofia"
"EKATTE","SZR","Стара Загора","Stara Zagora"
"EKATTE","SZR04","Братя Даскалови","Bratya Daskalovi"
"EKATTE","SZR07","Гълъбово","Galabovo"
"EKATTE","SZR12","Казанлък","Kazanlak"
"EKATTE","SZR22","Мъглиж","Maglizh"
"EKATTE","SZR23","Опан","Opan"
"EKATTE","SZR24","Павел баня","Pavel banya"
"EKATTE","SZR27","Раднево","Radnevo"
"EKATTE","SZR31","Стара Загора","Stara Zagora"
"EKATTE","SZR36","Чирпан","Chirpan"
"EKATTE","SZR37","Гурково","Gurkovo"
"EKATTE","SZR38","Николаево","Nikolaevo"
"EKATTE","TGV","Търговище","Targovishte"
"EKATTE","TGV02","Антоново","Antonovo"
"EKATTE","TGV22","Омуртаг","Omurtag"
"EKATTE","TGV23","Опака","Opaka"
"EKATTE","TGV24","Попово","Popovo"
"EKATTE","TGV35","Търговище","Targovishte"
"EKATTE","VAR","Варна","Varna"
"EKATTE","VAR01","Аврен","Avren"
"EKATTE","VAR02","Аксаково","Aksakovo"
"EKATTE","VAR04","Белослав","Beloslav"
"EKATTE","VAR05","Бяла","Byala"
"EKATTE","VAR06","Варна","Varna"
"EKATTE","VAR08","Ветрино","Vetrino"
"EKATTE","VAR09","Вълчи дол","Valchi dol"
"EKATTE","VAR13","Долни чифлик","Dolni chiflik"
"EKATTE","VAR14","Девня","Devnya"
"EKATTE","VAR16","Дългопол","Dalgopol"
"EKATTE","VAR24","Провадия","Provadia"
"EKATTE","VAR26","Суворово","Suvorovo"
"EKATTE","VID","Видин","Vidin"
"EKATTE","VID01","Белоградчик","Belogradchik"
"EKATTE","VID03","Бойница","Boynitsa"
"EKATTE","VID06","Брегово","Bregovo"
"EKATTE","VID09","Видин","Vidin"
"EKATTE","VID15","Грамада","Gramada"
"EKATTE","VID16","Димово","Dimovo"
"EKATTE","VID22","Кула","Kula"
"EKATTE","VID25","Макреш","Makresh"
"EKATTE","VID30","Ново село","Novo selo"
"EKATTE","VID33","Ружинци","Ruzhintsi"
"EKATTE","VID37","Чупрене","Chuprene"
"EKATTE","VRC","Враца","Vratsa"
"EKATTE","VRC05","Борован","Borovan"
"EKATTE","VRC08","Бяла Слатина","Byala Slatina"
"EKATTE","VRC10","Враца","Vratsa"
"EKATTE","VRC19","Кнежа","Knezha"
"EKATTE","VRC20","Козлодуй","Kozloduy"
"EKATTE","VRC21","Криводол","Krivodol"
"EKATTE","VRC27","Мездра","Mezdra"
"EKATTE","VRC28","Мизия","Mizia"
"EKATTE","VRC31","Оряхово","Oryahovo"
"EKATTE","VRC32","Роман","Roman"
"EKATTE","VRC35","Хайредин","Hayredin"
"EKATTE","VTR","Велико Търново","Veliko Tarnovo"
"EKATTE","VTR04","Велико Търново","Veliko Tarnovo"
"EKATTE","VTR06","Горна Оряховица","Gorna Oryahovitsa"
"EKATTE","VTR13","Елена","Elena"
"EKATTE","VTR14","Златарица","Zlataritsa"
"EKATTE","VTR20","Лясковец","Lyaskovets"
"EKATTE","VTR22","Павликени","Pavlikeni"
"EKATTE","VTR26","Полски Тръмбеш","Polski Trambesh"
"EKATTE","VTR28","Свищов","Svishtov"
"EKATTE","VTR31","Стражица","Strazhitsa"
"EKATTE","VTR32","Сухиндол","Suhindol"
"Residence","","Местоживеене ","Residence"
"Residence","0","Общо","Total"
"Residence","1","В градовете","Urban"
"Residence","2","В селата","Rural"
